 Msg, Time[s], UTC[hms], Julian Day,      Lon[d],     Lat[d], Alt[m], HDoP,   LonMsg[d],  LatMsg[d], CEPr,  Zp[m], S[m/s], D[deg],  T[K], RH[%],    P[Pa], DP[Pa], Pv[mA], Vb[V], Tb[K], PP[%], M, C                  
 317,   20730,  7:51:50,  94.327662,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2178.8,    nan,    nan, 260.6,  33.7,  77730.0,  38323,   28.0,   7.6,   297,     0, 1, 4                              
 318,   20790,  7:52:50,  94.328356,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2188.8,    nan,    nan, 262.0,  33.7,  77633.4,  38301,   27.0,   7.6,   297,     0, 1, 4                              
 319,   20850,  7:53:50,  94.329051,         nan,        nan,    nan, 23.2,    7.334380,  78.985320,  4.0, 2191.6,    nan,    nan, 258.5,  34.9,  77606.3,  38492,   27.0,   7.5,   297,    66, 1, 4                              
 320,   20910,  7:54:50,  94.329745,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2184.4,    nan,    nan, 257.7,  39.6,  77675.8,  38365,   28.0,   7.6,   297,    33, 1, 4                              
 321,   20970,  7:55:50,  94.330440,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2175.3,    nan,    nan, 259.1,  42.4,  77763.9,  38182,   28.0,   7.6,   297,     0, 1, 4                              
 322,   21030,  7:56:50,  94.331134,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2168.2,    nan,    nan, 259.5,  41.2,  77833.4,  38131,   24.0,   7.6,   297,     0, 1, 4                              
 323,   21090,  7:57:50,  94.331829,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2164.7,    nan,    nan, 259.8,  40.4,  77867.4,  38166,   28.0,   7.6,   297,     0, 1, 4                              
 324,   21150,  7:58:50,  94.332523,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2164.8,    nan,    nan, 260.4,  38.4,  77865.7,  38271,   28.0,   7.6,   297,     0, 1, 4                              
 325,   21210,  7:59:50,  94.333218,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2169.9,    nan,    nan, 261.7,  34.1,  77816.5,  38351,   28.0,   7.6,   297,     0, 1, 4                              
 326,   21270,  8:00:50,  94.333912,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2177.1,    nan,    nan, 262.7,  31.4,  77747.0,  38229,   25.0,   7.6,   297,     0, 1, 4                              
 327,   21330,  8:01:50,  94.334606,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2180.1,    nan,    nan, 259.5,  33.3,  77718.2,  38170,   29.0,   7.6,   297,     0, 1, 4                              
 328,   21390,  8:02:50,  94.335301,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2174.3,    nan,    nan, 260.0,  36.5,  77774.1,  38229,   28.0,   7.6,   297,     0, 1, 4                              
 329,   21450,  8:03:50,  94.335995,         nan,        nan,    nan, 23.2,    7.334380,  78.985320,  3.0, 2168.7,    nan,    nan, 261.0,  35.3,  77828.4,  38030,   25.0,   7.6,   297,     0, 1, 4                              
 330,   21510,  8:04:50,  94.336690,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2157.0,    nan,    nan, 259.5,  35.7,  77942.0,  37920,   31.0,   7.6,   297,     0, 1, 4                              
 331,   21570,  8:05:50,  94.337384,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2142.9,    nan,    nan, 259.2,  38.0,  78079.3,  37760,   31.0,   7.6,   297,     0, 1, 4                              
 332,   21630,  8:06:50,  94.338079,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2127.5,    nan,    nan, 259.4,  40.4,  78228.5,  37599,   31.0,   7.5,   298,     0, 1, 4                              
 333,   21690,  8:07:50,  94.338773,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2111.5,    nan,    nan, 258.8,  41.2,  78384.5,  37378,   31.0,   7.5,   298,     0, 1, 4                              
 334,   21750,  8:08:50,  94.339468,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2098.2,    nan,    nan, 260.3,  42.0,  78515.0,  37362,   29.0,   7.5,   298,     0, 1, 4                              
 335,   21810,  8:09:50,  94.340162,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2092.4,    nan,    nan, 261.7,  38.0,  78571.0,  37352,   25.0,   7.5,   298,     0, 1, 4                              
 336,   21870,  8:10:50,  94.340856,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2098.5,    nan,    nan, 259.5,  34.9,  78511.6,  37362,   27.0,   7.5,   298,     0, 1, 4                              
 337,   21930,  8:11:50,  94.341551,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2116.2,    nan,    nan, 257.5,  36.9,  78338.7,  37355,   27.0,   7.5,   297,     0, 1, 4                              
 338,   21990,  8:12:50,  94.342245,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2139.2,    nan,    nan, 256.5,  42.0,  78114.9,  37465,   29.0,   7.5,   297,     0, 1, 4                              
 339,   22050,  8:13:50,  94.342940,         nan,        nan,    nan, 23.2,    7.148290,  78.989750,  3.0, 2163.3,    nan,    nan, 256.1,  46.7,  77880.9,  37531,   29.0,   7.5,   297,     0, 1, 4                              
 340,   22110,  8:14:50,  94.343634,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2188.6,    nan,    nan, 256.0,  50.2,  77635.1,  37636,   30.0,   7.5,   297,     0, 1, 4                              
 341,   22170,  8:15:50,  94.344329,         nan,        nan,    nan, 23.3,         nan,        nan,  nan, 2208.1,    nan,    nan, 256.7,  51.4,  77446.9,  38213,   30.0,   7.5,   297,    83, 1, 4                              
 342,   22230,  8:16:50,  94.345023,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2211.8,    nan,    nan, 259.1,  45.9,  77411.3,  38905,   29.0,   7.5,   297,   100, 1, 4                              
 343,   22290,  8:17:50,  94.345718,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2203.2,    nan,    nan, 258.3,  40.0,  77494.4,  39397,   31.0,   7.5,   297,   100, 1, 4                              
 344,   22350,  8:18:50,  94.346412,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2190.7,    nan,    nan, 258.4,  39.6,  77614.7,  39353,   29.0,   7.5,   298,    50, 1, 4                              
 345,   22410,  8:19:50,  94.347106,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2179.7,    nan,    nan, 259.0,  38.8,  77721.5,  39273,   31.0,   7.5,   298,     0, 1, 4                              
 346,   22470,  8:20:50,  94.347801,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2166.4,    nan,    nan, 258.8,  39.6,  77850.4,  39083,   30.0,   7.5,   298,     0, 1, 4                              
 347,   22530,  8:21:50,  94.348495,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2153.2,    nan,    nan, 260.2,  38.4,  77979.3,  39054,   29.0,   7.5,   298,     0, 1, 4                              
 348,   22590,  8:22:50,  94.349190,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2146.3,    nan,    nan, 263.5,  34.9,  78045.4,  38866,   29.0,   7.5,   298,     0, 1, 4                              
 349,   22650,  8:23:50,  94.349884,         nan,        nan,    nan, 23.2,    6.962050,  78.994070,  3.0, 2145.5,    nan,    nan, 261.9,  31.8,  78053.9,  38781,   29.0,   7.5,   298,     0, 1, 4                              
 350,   22710,  8:24:50,  94.350579,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2148.1,    nan,    nan, 261.6,  30.6,  78028.4,  38791,   30.0,   7.5,   299,     0, 1, 4                              
 351,   22770,  8:25:50,  94.351273,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2148.4,    nan,    nan, 258.5,  33.3,  78025.0,  38729,   29.0,   7.5,   299,     0, 1, 4                              
 352,   22830,  8:26:50,  94.351968,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2149.1,    nan,    nan, 258.4,  37.6,  78018.3,  38774,   27.0,   7.5,   298,     0, 1, 4                              
 353,   22890,  8:27:50,  94.352662,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2149.0,    nan,    nan, 258.7,  40.0,  78019.9,  38811,   25.0,   7.5,   298,     0, 1, 4                              
 354,   22950,  8:28:50,  94.353356,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2149.3,    nan,    nan, 259.2,  39.6,  78016.6,  38715,   32.0,   7.5,   298,     0, 1, 4                              
 355,   23010,  8:29:50,  94.354051,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2144.1,    nan,    nan, 257.9,  40.4,  78067.4,  38515,   32.0,   7.5,   298,     0, 1, 4                              
 356,   23070,  8:30:50,  94.354745,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2132.1,    nan,    nan, 257.5,  43.5,  78184.4,  38498,   32.0,   7.5,   298,     0, 1, 4                              
 357,   23130,  8:31:50,  94.355440,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2118.5,    nan,    nan, 257.9,  45.9,  78316.7,  38323,   32.0,   7.5,   298,     0, 1, 4                              
 358,   23190,  8:32:50,  94.356134,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2105.3,    nan,    nan, 258.6,  46.7,  78445.5,  38259,   26.0,   7.5,   299,     0, 1, 4                              
 359,   23250,  8:33:50,  94.356829,         nan,        nan,    nan, 23.2,    6.962050,  78.994070,  3.0, 2094.0,    nan,    nan, 259.6,  43.1,  78555.7,  38115,   27.0,   7.5,   299,     0, 1, 4                              
 360,   23280,  8:34:20,  94.357176,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2089.8,    nan,    nan, 259.7,  41.2,  78596.4,  38097,   26.0,   7.5,   299,     0, 1, 5                              
 361,   23290,  8:34:30,  94.357292,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2089.0,    nan,    nan, 260.4,  40.8,  78604.9,  38092,   26.0,   7.5,   299,     0, 1, 5                              
 362,   23300,  8:34:40,  94.357407,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2087.9,    nan,    nan, 260.8,  40.0,  78615.1,  38071,   26.0,   7.5,   298,     0, 1, 5                              
 363,   23310,  8:34:50,  94.357523,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2087.2,    nan,    nan, 260.7,  39.2,  78621.8,  38068,   26.0,   7.5,   298,     0, 1, 5                              
 364,   23320,  8:35:00,  94.357639,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.9,    nan,    nan, 260.5,  38.4,  78625.2,  38072,   26.0,   7.5,   298,     0, 1, 5                              
 365,   23330,  8:35:10,  94.357755,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.5,    nan,    nan, 261.0,  37.6,  78628.6,  38076,   26.0,   7.5,   298,     0, 1, 5                              
 366,   23340,  8:35:20,  94.357870,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.4,    nan,    nan, 261.5,  36.9,  78630.3,  38086,   26.0,   7.5,   298,     0, 1, 5                              
 367,   23350,  8:35:30,  94.357986,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.2,    nan,    nan, 261.5,  36.1,  78632.0,  38107,   26.0,   7.5,   299,     0, 1, 5                              
 368,   23360,  8:35:40,  94.358102,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.2,    nan,    nan, 261.7,  35.7,  78632.0,  38123,   26.0,   7.5,   299,     0, 1, 5                              
 369,   23370,  8:35:50,  94.358218,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.2,    nan,    nan, 261.6,  34.9,  78632.0,  38145,   26.0,   7.5,   299,     0, 1, 5                              
 370,   23380,  8:36:00,  94.358333,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.4,    nan,    nan, 261.7,  34.5,  78630.3,  38170,   26.0,   7.5,   299,     0, 1, 5                              
 371,   23390,  8:36:10,  94.358449,         nan,        nan,    nan, 23.2,    7.148290,  78.989750,  6.0, 2086.4,    nan,    nan, 261.6,  33.7,  78630.3,  38166,   26.0,   7.5,   299,     0, 1, 5                              
 372,   23400,  8:36:20,  94.358565,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.5,    nan,    nan, 261.5,  33.3,  78628.6,  38160,   26.0,   7.5,   299,     0, 1, 5                              
 373,   23410,  8:36:30,  94.358681,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.4,    nan,    nan, 261.5,  32.9,  78630.3,  38147,   26.0,   7.5,   299,     0, 1, 5                              
 374,   23420,  8:36:40,  94.358796,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.4,    nan,    nan, 261.4,  32.5,  78630.3,  38170,   27.0,   7.5,   299,     0, 1, 5                              
 375,   23430,  8:36:50,  94.358912,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.4,    nan,    nan, 261.4,  32.5,  78630.3,  38170,   27.0,   7.5,   299,     0, 1, 5                              
 376,   23440,  8:37:00,  94.359028,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.2,    nan,    nan, 261.6,  32.2,  78632.0,  38176,   27.0,   7.5,   299,     0, 1, 5                              
 377,   23450,  8:37:10,  94.359144,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.0,    nan,    nan, 261.8,  32.2,  78633.7,  38186,   27.0,   7.5,   299,     0, 1, 5                              
 378,   23460,  8:37:20,  94.359259,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.0,    nan,    nan, 261.9,  31.8,  78633.7,  38178,   26.0,   7.5,   299,     0, 1, 5                              
 379,   23470,  8:37:30,  94.359375,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2085.7,    nan,    nan, 261.7,  31.8,  78637.1,  38156,   27.0,   7.5,   299,     0, 1, 5                              
 380,   23480,  8:37:40,  94.359491,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2085.3,    nan,    nan, 261.8,  31.4,  78640.5,  38114,   28.0,   7.5,   299,     0, 1, 5                              
 381,   23490,  8:37:50,  94.359606,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2085.2,    nan,    nan, 261.8,  31.4,  78642.2,  38063,   31.0,   7.5,   299,     0, 1, 5                              
 382,   23500,  8:38:00,  94.359722,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2084.5,    nan,    nan, 261.3,  31.4,  78649.0,  37980,   32.0,   7.5,   299,     0, 1, 5                              
 383,   23510,  8:38:10,  94.359838,         nan,        nan,    nan, 23.2,    6.775660,  78.998280,  5.0, 2083.6,    nan,    nan, 260.9,  31.8,  78657.4,  37906,   32.0,   7.5,   299,     0, 1, 5                              
 384,   23520,  8:38:20,  94.359954,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2082.4,    nan,    nan, 260.7,  32.2,  78669.3,  37902,   32.0,   7.5,   299,     0, 1, 5                              
 385,   23530,  8:38:30,  94.360069,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2081.2,    nan,    nan, 260.7,  32.5,  78681.2,  37944,   32.0,   7.5,   299,     0, 1, 5                              
 386,   23540,  8:38:40,  94.360185,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2079.8,    nan,    nan, 260.9,  32.9,  78694.7,  37938,   32.0,   7.5,   299,     0, 1, 5                              
 387,   23550,  8:38:50,  94.360301,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2078.7,    nan,    nan, 261.0,  33.3,  78704.9,  37981,   32.0,   7.5,   299,     0, 1, 5                              
 388,   23560,  8:39:00,  94.360417,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2077.9,    nan,    nan, 261.0,  33.3,  78713.4,  37980,   31.0,   7.5,   299,     0, 1, 5                              
 389,   23570,  8:39:10,  94.360532,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2076.8,    nan,    nan, 262.3,  33.3,  78723.6,  37985,   31.0,   7.5,   299,     0, 1, 5                              
 390,   23580,  8:39:20,  94.360648,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2076.0,    nan,    nan, 262.8,  33.3,  78732.0,  37977,   31.0,   7.5,   299,     0, 1, 5                              
 391,   23590,  8:39:30,  94.360764,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2075.3,    nan,    nan, 263.3,  32.5,  78738.8,  37974,   31.0,   7.5,   299,     0, 1, 5                              
 392,   23600,  8:39:40,  94.360880,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2074.9,    nan,    nan, 263.6,  32.2,  78742.2,  37982,   31.0,   7.5,   299,     0, 1, 5                              
 393,   23610,  8:39:50,  94.360995,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2074.6,    nan,    nan, 263.6,  31.8,  78745.6,  37975,   31.0,   7.5,   299,     0, 1, 5                              
 394,   23620,  8:40:00,  94.361111,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2074.8,    nan,    nan, 264.2,  31.0,  78743.9,  37961,   31.0,   7.5,   299,     0, 1, 5                              
 395,   23630,  8:40:10,  94.361227,         nan,        nan,    nan, 23.2,    6.984870,  79.029000,  3.0, 2074.9,    nan,    nan, 263.8,  30.2,  78742.2,  37963,   31.0,   7.5,   299,     0, 1, 5                              
 396,   23640,  8:40:20,  94.361343,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2075.5,    nan,    nan, 263.5,  29.8,  78737.1,  37968,   31.0,   7.5,   299,     0, 1, 5                              
 397,   23650,  8:40:30,  94.361458,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2076.1,    nan,    nan, 263.8,  29.4,  78730.3,  37967,   31.0,   7.5,   299,     0, 1, 5                              
 398,   23682,  8:40:30,  94.361832,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2077.2,    nan,    nan, 263.9,  29.0,  78720.2,  37969,   32.0,   7.5,   299,     0, 1, 6                              
 399,   23693,  8:40:30,  94.361956,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2078.6,    nan,    nan, 263.7,  28.6,  78706.6,  37987,   32.0,   7.5,   299,     0, 1, 6                              
 400,   23704,  8:40:30,  94.362080,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2080.1,    nan,    nan, 263.3,  28.6,  78691.3,  37968,   32.0,   7.5,   299,     0, 1, 6                              
 401,   23714,  8:40:30,  94.362205,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2081.5,    nan,    nan, 263.2,  28.6,  78677.8,  37932,   31.0,   7.5,   299,     0, 1, 6                              
 402,   23725,  8:40:30,  94.362329,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2083.1,    nan,    nan, 262.6,  28.6,  78662.5,  37901,   30.0,   7.5,   299,     0, 1, 6                              
 403,   23736,  8:40:30,  94.362454,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2084.1,    nan,    nan, 262.0,  29.0,  78652.4,  37885,   30.0,   7.5,   299,     0, 1, 6                              
 404,   23747,  8:40:30,  94.362578,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2085.2,    nan,    nan, 261.1,  29.8,  78642.2,  37899,   28.0,   7.5,   299,     0, 1, 6                              
 405,   23757,  8:40:30,  94.362703,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2085.8,    nan,    nan, 260.5,  30.2,  78635.4,  37925,   28.0,   7.5,   299,     0, 1, 6                              
 406,   23768,  8:40:30,  94.362827,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2086.4,    nan,    nan, 260.2,  30.6,  78630.3,  37949,   28.0,   7.5,   299,     0, 1, 6                              
 407,   23779,  8:40:30,  94.362951,         nan,        nan,    nan,  nan,    6.962050,  78.994070,  3.0, 2086.9,    nan,    nan, 260.1,  31.4,  78625.2,  37992,   28.0,   7.5,   299,     0, 1, 6                              
 408,   23789,  8:40:30,  94.363064,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2087.4,    nan,    nan, 260.0,  32.2,  78620.1,  38020,   28.0,   7.5,   299,     0, 1, 6                              
 409,   23799,  8:40:30,  94.363177,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2088.1,    nan,    nan, 260.1,  32.5,  78613.4,  38019,   29.0,   7.5,   299,     0, 1, 6                              
 410,   23808,  8:40:30,  94.363290,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2089.0,    nan,    nan, 260.1,  32.9,  78604.9,  38005,   32.0,   7.5,   299,     0, 1, 6                              
 411,   23818,  8:40:30,  94.363403,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2089.8,    nan,    nan, 260.0,  33.7,  78596.4,  37967,   32.0,   7.5,   299,     0, 1, 6                              
 412,   23828,  8:40:30,  94.363516,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2090.4,    nan,    nan, 260.0,  34.1,  78591.3,  37919,   32.0,   7.5,   299,     0, 1, 6                              
 413,   23837,  8:40:30,  94.363628,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2090.9,    nan,    nan, 260.0,  34.9,  78586.2,  37878,   32.0,   7.5,   299,     0, 1, 6                              
 414,   23847,  8:40:30,  94.363741,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2091.2,    nan,    nan, 260.2,  35.3,  78582.8,  37889,   32.0,   7.5,   299,     0, 1, 6                              
 415,   23857,  8:40:30,  94.363854,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2091.2,    nan,    nan, 260.5,  35.7,  78582.8,  37916,   32.0,   7.5,   299,     0, 1, 6                              
 416,   23867,  8:40:30,  94.363967,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2091.2,    nan,    nan, 260.7,  35.7,  78582.8,  37950,   32.0,   7.5,   299,     0, 1, 6                              
 417,   23877,  8:40:30,  94.364080,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2091.2,    nan,    nan, 260.9,  36.1,  78582.8,  38004,   32.0,   7.5,   299,     0, 1, 6                              
 418,   23886,  8:40:30,  94.364193,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2091.0,    nan,    nan, 260.8,  35.7,  78584.5,  38036,   32.0,   7.5,   299,     0, 1, 6                              
 419,   23896,  8:40:30,  94.364306,         nan,        nan,    nan,  nan,    6.962050,  78.994070,  4.0, 2090.9,    nan,    nan, 261.4,  35.7,  78586.2,  38031,   32.0,   7.5,   299,     0, 1, 6                              
 420,   23906,  8:40:30,  94.364420,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2090.4,    nan,    nan, 261.7,  35.3,  78591.3,  38003,   32.0,   7.5,   299,     0, 1, 6                              
 421,   23916,  8:40:30,  94.364535,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 2090.0,    nan,    nan, 261.6,  35.3,  78594.7,  37939,   33.0,   7.5,   299,     0, 1, 6                              
 422,   23900,  8:44:40,  94.364352,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2089.1,    nan,    nan, 261.9,  34.9,  78603.2,  37869,   33.0,   7.5,   299,     0, 1, 7                              
 423,   23910,  8:44:50,  94.364468,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2088.1,    nan,    nan, 261.7,  34.5,  78613.4,  37828,   33.0,   7.5,   299,     0, 1, 7                              
 424,   23920,  8:45:00,  94.364583,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2086.7,    nan,    nan, 261.8,  34.5,  78626.9,  37784,   33.0,   7.5,   299,     0, 1, 7                              
 425,   23930,  8:45:10,  94.364699,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2085.0,    nan,    nan, 261.1,  34.5,  78643.9,  37756,   32.0,   7.5,   299,     0, 1, 7                              
 426,   23940,  8:45:20,  94.364815,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2083.1,    nan,    nan, 261.5,  34.5,  78662.5,  37722,   32.0,   7.5,   299,     0, 1, 7                              
 427,   23950,  8:45:30,  94.364931,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2081.2,    nan,    nan, 260.6,  34.5,  78681.2,  37715,   32.0,   7.5,   299,     0, 1, 7                              
 428,   23960,  8:45:40,  94.365046,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2079.3,    nan,    nan, 259.6,  34.5,  78699.8,  37708,   33.0,   7.5,   299,     0, 1, 7                              
 429,   23970,  8:45:50,  94.365162,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2077.5,    nan,    nan, 259.5,  34.9,  78716.8,  37691,   32.0,   7.5,   299,     0, 1, 7                              
 430,   23980,  8:46:00,  94.365278,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2076.0,    nan,    nan, 259.8,  35.7,  78732.0,  37729,   32.0,   7.5,   299,     0, 1, 7                              
 431,   23990,  8:46:10,  94.365394,         nan,        nan,    nan, 23.2,    6.775660,  78.998280,  7.0, 2074.8,    nan,    nan, 260.4,  36.1,  78743.9,  37766,   32.0,   7.5,   299,     0, 1, 7                              
 432,   24000,  8:46:20,  94.365509,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2073.7,    nan,    nan, 260.6,  36.1,  78754.1,  37791,   32.0,   7.5,   299,     0, 1, 7                              
 433,   24010,  8:46:30,  94.365625,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2073.2,    nan,    nan, 260.9,  36.1,  78759.2,  37831,   32.0,   7.5,   299,     0, 1, 7                              
 434,   24020,  8:46:40,  94.365741,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2073.0,    nan,    nan, 261.6,  36.1,  78760.9,  37818,   32.0,   7.5,   299,     0, 1, 7                              
 435,   24030,  8:46:50,  94.365856,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2073.5,    nan,    nan, 262.0,  35.7,  78755.8,  37797,   32.0,   7.5,   299,     0, 1, 7                              
 436,   24040,  8:47:00,  94.365972,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2074.2,    nan,    nan, 262.7,  35.3,  78749.0,  37792,   32.0,   7.5,   299,     0, 1, 7                              
 437,   24050,  8:47:10,  94.366088,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2075.1,    nan,    nan, 263.3,  34.5,  78740.5,  37770,   32.0,   7.5,   299,     0, 1, 7                              
 438,   24060,  8:47:20,  94.366204,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2076.1,    nan,    nan, 263.3,  34.1,  78730.3,  37750,   32.0,   7.5,   299,     0, 1, 7                              
 439,   24070,  8:47:30,  94.366319,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2077.4,    nan,    nan, 263.0,  33.3,  78718.5,  37731,   32.0,   7.5,   299,     0, 1, 7                              
 440,   24080,  8:47:40,  94.366435,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2078.4,    nan,    nan, 262.4,  32.5,  78708.3,  37722,   32.0,   7.5,   299,     0, 1, 7                              
 441,   24090,  8:47:50,  94.366551,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2079.3,    nan,    nan, 261.9,  32.2,  78699.8,  37734,   33.0,   7.5,   299,     0, 1, 7                              
 442,   24100,  8:48:00,  94.366667,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2080.3,    nan,    nan, 261.3,  31.8,  78689.7,  37729,   34.0,   7.5,   299,     0, 1, 7                              
 443,   24110,  8:48:10,  94.366782,         nan,        nan,    nan, 23.2,    6.797880,  79.033220,  4.0, 2081.5,    nan,    nan, 260.9,  31.8,  78677.8,  37741,   34.0,   7.5,   299,     0, 1, 7                              
 444,   24120,  8:48:20,  94.366898,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2082.6,    nan,    nan, 261.1,  32.2,  78667.6,  37770,   34.0,   7.5,   299,     0, 1, 7                              
 445,   24130,  8:48:30,  94.367014,         nan,        nan,    nan, 23.2,         nan,        nan,  nan, 2083.8,    nan,    nan, 261.3,  32.2,  78655.7,  37786,   34.0,   7.5,   299,     0, 1, 7                              
