 Msg, Time[s], UTC[hms], Julian Day,      Lon[d],     Lat[d], Alt[m], HDoP,   LonMsg[d],  LatMsg[d], CEPr,  Zp[m], S[m/s], D[deg],  T[K], RH[%],    P[Pa], DP[Pa], Pv[mA], Vb[V], Tb[K], PP[%], M, C                  
 574,   34913, 11:34:10,  94.491817,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 1774.9,    nan,    nan, 258.5,  21.2,  81724.5,  36365,   45.0,   6.9,   301,   100, 1, 9                              
 575,   35032, 11:34:10,  94.493194,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 1712.3,    nan,    nan, 258.8,  16.9,  82358.6,  35865,   48.0,   6.8,   301,    50, 1, 9                              
 576,   35151, 11:34:10,  94.494572,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 1680.5,    nan,    nan, 258.9,  19.6,  82682.4,  36277,   45.0,   6.8,   301,   100, 1, 9                              
 577,   35270, 11:34:10,  94.495949,         nan,        nan,    nan,  nan,    5.228190,  78.922750,  5.0, 1648.1,    nan,    nan, 259.0,  17.6,  83013.1,  36374,   45.0,   6.7,   300,   100, 1, 9                              
 578,   35390, 11:34:10,  94.497338,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 1602.7,    nan,    nan, 260.3,  18.4,  83477.6,  36508,   49.0,   6.6,   300,   100, 1, 9                              
 579,   35510, 11:34:10,  94.498727,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 1552.8,    nan,    nan, 260.4,  16.9,  83991.3,  36288,   41.0,   6.6,   301,    83, 1, 9                              
 580,   35630, 11:34:10,  94.500116,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 1503.6,    nan,    nan, 260.9,  17.3,  84500.0,  36153,   47.0,   6.5,   301,    75, 1, 9                              
 581,   35750, 11:34:10,  94.501505,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 1457.0,    nan,    nan, 258.9,  19.2,  84984.9,  35813,   45.0,   6.3,   301,    66, 1, 9                              
 582,   35870, 11:34:10,  94.502894,         nan,        nan,    nan,  nan,    5.396290,  78.884480,  9.0, 1374.3,    nan,    nan, 257.5,  53.3,  85849.5,  34617,   45.0,   6.2,   300,    16, 1, 9                              
 583,   35990, 11:34:10,  94.504282,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 1250.4,    nan,    nan, 258.2,  69.8,  87158.4,  33033,   22.0,   6.2,   300,     8, 1, 9                              
 584,   36110, 11:34:10,  94.505671,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 1146.2,    nan,    nan, 260.6,  69.8,  88272.3,  31458,   22.0,   6.0,   299,    16, 1, 9                              
 585,   36230, 11:34:10,  94.507060,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 1088.1,    nan,    nan, 260.8,  63.5,  88898.0,  30828,   20.0,   5.8,   299,    41, 1, 9                              
 586,   36350, 11:34:10,  94.508449,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 1076.5,    nan,    nan, 259.4,  69.0,  89023.4,  31736,   20.0,   5.2,   298,   100, 1, 9                              
 587,   36470, 11:34:10,  94.509838,         nan,        nan,    nan,  nan,         nan,        nan, 22.0, 1006.4,    nan,    nan, 260.2,  75.7,  89784.7,  31097,   23.0,   5.0,   298,    41, 1, 9                              
