, Msg, Time[s], UTC[hms], Julian Day,      Lon[d],     Lat[d], Alt[m], HDoP,   LonMsg[d],  LatMsg[d],  Zp[m], S[m/s], D[deg],  T[K], RH[%],    P[Pa], DP[Pa], Pv[mA], Vb[V], Tb[K], PP[%], M, C,potential_temperature,specific_humidity,temperature,altitude
672,673,41730, 10:25:30,88.434375,         nan,        nan,    nan, 23.2,         nan,        nan,1387.1,    nan,    nan,263.7,27.8,85715.6,24802,28.0,7.5,292,0,1,14,275.5785471082332,0.0006041071708119011,263.7,1422.159483438262
673,674,41910, 10:28:30,88.436458,         nan,        nan,    nan, 23.2,         nan,        nan,1391.3,    nan,    nan,264.7,25.1,85671.5,24781,35.0,7.5,291,0,1,14,276.6642895508548,0.0005901099330274111,264.7,1426.101521991289
674,675,42090, 10:31:30,88.438542,         nan,        nan,    nan, 23.2,         nan,        nan,1447.4,    nan,    nan,262.7,23.1,85084.9,25238,32.0,7.5,291,0,1,14,275.1136880331499,0.0004673374087281698,262.7,1478.730771310493
675,676,42270, 10:34:30,88.440625,         nan,        nan,    nan, 23.2,         nan,        nan,1404.5,    nan,    nan,263.3,26.3,85532.5,24844,34.0,7.5,292,0,1,14,275.3287806686733,0.000554990608094985,263.3,1438.539832289291
676,677,42450, 10:37:30,88.442708,         nan,        nan,    nan, 23.2,         nan,        nan,1343.4,    nan,    nan,271.6,22.0,86175.1,23511,35.0,7.5,292,0,1,14,283.400951474074,0.0008666682975001077,271.6,1381.20564915804
677,678,42630, 10:40:30,88.444792,         nan,        nan,    nan, 23.2,         nan,        nan,1354.1,    nan,    nan,266.4,19.2,86061.5,23766,35.0,7.5,291,0,1,14,278.0798507970967,0.0005124747020741874,266.4,1391.31011474387
678,679,42810, 10:43:30,88.446875,         nan,        nan,    nan, 23.2,         nan,        nan,1467.1,    nan,    nan,263.7,20.8,84879.7,25771,32.0,7.5,292,61,1,14,276.3516241467946,0.00045644511500345233,263.7,1497.226842550117
679,680,42990, 10:46:30,88.448958,         nan,        nan,    nan, 23.2,         nan,        nan,1384.2,    nan,    nan,267.3,22.7,85746.1,24173,33.0,7.5,292,0,1,14,279.3123047257002,0.0006514516497318017,267.3,1419.434316464194
680,681,43170, 10:49:30,88.451042,         nan,        nan,    nan, 23.2,         nan,        nan,1386.7,    nan,    nan,265.7,22.0,85719.0,24677,29.0,7.5,292,22,1,14,277.6654901281772,0.0005586243707204617,265.7,1421.855646313816
681,682,43350, 10:52:30,88.453125,         nan,        nan,    nan, 23.2,         nan,        nan,1458.1,    nan,    nan,262.6,22.7,84973.0,25877,28.0,7.5,292,50,1,14,275.1124387106436,0.0004562196505166037,262.6,1488.811542003506
682,683,43530, 10:55:30,88.455208,         nan,        nan,    nan, 23.2,         nan,        nan,1381.7,    nan,    nan,269.0,22.0,85771.6,25086,25.0,7.5,292,0,1,14,281.0648107241717,0.0007177886289068683,269.0,1417.156642078185
683,684,43710, 10:58:30,88.457292,         nan,        nan,    nan, 23.2,         nan,        nan,1360.3,    nan,    nan,265.0,20.4,85997.1,24998,28.0,7.5,292,0,1,14,276.6776693299275,0.000489075156423316,265.0,1397.044275991369
684,685,43890, 11:01:30,88.459375,         nan,        nan,    nan,  0.7,         nan,        nan,1410.4,    nan,    nan,264.6,23.1,85471.5,26088,28.0,7.5,292,11,1,14,276.7446042297781,0.0005401353344011545,264.6,1444.004754478812
685,686,44070, 11:04:30,88.461458,         nan,        nan,    nan,  0.7,         nan,        nan,1448.7,    nan,    nan,262.0,26.3,85071.3,26659,27.0,7.5,291,33,1,14,274.3931481939221,0.0005033704060146158,262.0,1479.955250841623
686,687,44250, 11:07:30,88.463542,         nan,        nan,    nan,  0.9,         nan,        nan,1369.8,    nan,    nan,267.2,24.7,85897.0,25880,28.0,7.5,291,0,1,14,279.0675101591998,0.000702230473772502,267.2,1405.965687142287
687,688,44430, 11:10:30,88.465625,         nan,        nan,    nan, 23.2,         nan,        nan,1406.8,    nan,    nan,266.5,23.1,85508.8,26218,26.0,7.5,291,0,1,14,278.6970487314825,0.0006253363540361894,266.5,1440.662625835511
688,689,44610, 11:13:30,88.467708,         nan,        nan,    nan, 23.2,         nan,        nan,1387.2,    nan,    nan,267.6,19.6,85713.9,25925,35.0,7.5,290,0,1,14,279.6558107717247,0.0005756901603080255,267.6,1422.311406520024
689,690,44790, 11:16:30,88.469792,         nan,        nan,    nan, 23.2,         nan,        nan,1342.9,    nan,    nan,270.0,18.8,86180.2,25551,33.0,7.5,290,0,1,14,281.7266658634491,0.0006578845985901581,270.0,1380.752328059968
690,691,44970, 11:19:30,88.471875,         nan,        nan,    nan, 23.2,         nan,        nan,1378.8,    nan,    nan,267.2,17.6,85802.1,25727,31.0,7.5,289,0,1,14,279.1557072609108,0.0005009281817966718,267.2,1414.433254040559
691,692,45150, 11:22:30,88.473958,         nan,        nan,    nan,  0.6,         nan,        nan,1354.8,    nan,    nan,270.3,22.0,86054.7,25379,28.0,7.5,289,0,1,14,282.1572127164623,0.0007883869048707192,270.3,1391.915382532898
692,693,45330, 11:25:30,88.476042,         nan,        nan,    nan, 23.2,         nan,        nan,1309.0,    nan,    nan,264.1,22.0,86537.9,24800,32.0,7.5,289,0,1,14,275.2443280609314,0.0004886149691050111,264.1,1349.024371098679
693,694,45510, 11:28:30,88.478125,         nan,        nan,    nan, 23.2,         nan,        nan,1354.6,    nan,    nan,268.4,22.4,86056.4,24801,32.0,7.5,289,0,1,14,280.17228354031,0.0006962455988422087,268.4,1391.764061101889
694,695,45690, 11:31:30,88.480208,         nan,        nan,    nan, 23.2,         nan,        nan,1303.8,    nan,    nan,267.2,22.0,86592.2,23117,32.0,7.5,289,0,1,14,278.4252109308808,0.0006204469043882734,267.2,1344.219434489037
695,696,45870, 11:34:30,88.482292,         nan,        nan,    nan, 23.2,         nan,        nan,1382.5,    nan,    nan,263.8,22.7,85763.1,24064,28.0,7.5,289,11,1,14,275.6393963445407,0.0004968944633519733,263.8,1417.915791625339
696,697,46050, 11:37:30,88.484375,         nan,        nan,    nan, 23.2,         nan,        nan,1447.9,    nan,    nan,269.9,19.6,85079.8,24942,22.0,7.5,288,11,1,14,282.6587617969318,0.0006895931687357789,269.9,1479.189928197057
697,698,46230, 11:40:30,88.486458,         nan,        nan,    nan, 23.2,         nan,        nan,1405.5,    nan,    nan,270.2,18.0,85522.3,24580,22.0,7.5,288,0,1,14,282.5536375226966,0.000644253053725846,270.2,1439.453367529744
698,699,46410, 11:43:30,88.488542,         nan,        nan,    nan, 23.2,         nan,        nan,1504.3,    nan,    nan,267.1,19.6,84493.2,26955,24.0,7.5,289,61,1,14,280.2801681914275,0.0005621888756089721,267.1,1532.186464459303
699,700,46590, 11:46:30,88.490625,         nan,        nan,    nan, 23.2,         nan,        nan,1458.1,    nan,    nan,260.6,25.1,84973.0,26922,28.0,7.5,289,44,1,14,273.0171421477293,0.00042988902306754416,260.6,1488.811542003505
700,701,46770, 11:49:30,88.492708,         nan,        nan,    nan, 23.2,         nan,        nan,1361.9,    nan,    nan,266.4,27.1,85980.1,25728,29.0,7.5,289,0,1,14,278.1550818960084,0.0007240214939127345,266.4,1398.558668482277
701,702,46950, 11:52:30,88.494792,         nan,        nan,    nan, 23.2,         nan,        nan,1338.2,    nan,    nan,266.7,23.1,86229.3,25437,24.0,7.5,289,0,1,14,278.2380345082855,0.000629688821136442,266.7,1376.389373297111
702,703,47130, 11:55:30,88.496875,         nan,        nan,    nan, 23.2,         nan,        nan,1352.5,    nan,    nan,268.1,20.4,86078.4,25443,32.0,7.5,289,0,1,14,279.8386770170196,0.0006197073986645634,268.1,1389.806053369896
703,704,47310, 11:58:30,88.498958,         nan,        nan,    nan, 23.2,         nan,        nan,1351.6,    nan,    nan,269.2,19.6,86088.6,25501,30.0,7.5,290,0,1,14,280.9773230293875,0.0006467641198713642,269.2,1388.89841957337
704,705,47490, 12:01:30,88.501042,         nan,        nan,    nan, 23.2,         nan,        nan,1335.0,    nan,    nan,267.8,19.6,86263.2,25220,34.0,7.5,290,0,1,14,279.3542332407097,0.0005807770931059691,267.8,1373.3785179857
705,706,47670, 12:04:30,88.503125,         nan,        nan,    nan, 23.2,         nan,        nan,1305.1,    nan,    nan,274.2,17.6,86578.6,24942,31.0,7.5,290,0,1,14,285.7321135387612,0.0008337289049089346,274.2,1345.422597978375
706,707,47850, 12:07:30,88.505208,         nan,        nan,    nan, 23.2,         nan,        nan,1381.9,    nan,    nan,266.4,19.6,85769.9,25869,32.0,7.5,290,38,1,14,278.3497762282609,0.0005249298649291415,266.4,1417.308465968875
707,708,48030, 12:10:30,88.507292,         nan,        nan,    nan, 23.2,         nan,        nan,1240.7,    nan,    nan,262.1,34.5,87261.9,23195,28.0,7.5,290,0,1,14,272.5101479338329,0.0006488871937918298,262.1,1285.205046381006
708,709,48210, 12:13:30,88.509375,         nan,        nan,    nan, 23.2,         nan,        nan,1104.9,    nan,    nan,263.7,38.0,88716.6,21172,38.0,7.5,290,0,1,14,272.8809849391785,0.0007978252402022197,263.7,1158.561192422866
709,710,48390, 12:16:30,88.511458,         nan,        nan,    nan, 23.2,         nan,        nan,1251.4,    nan,    nan,263.7,34.5,87148.3,23850,43.0,7.5,290,66,1,14,274.2758125247237,0.0007373764102533407,263.7,1295.183584282283
710,711,48570, 12:19:30,88.513542,         nan,        nan,    nan, 23.2,         nan,        nan,1391.9,    nan,    nan,264.0,32.2,85664.7,24815,40.0,7.5,290,66,1,14,275.9389109815445,0.0007168089645620403,264.0,1426.709545233489
711,712,48750, 12:22:30,88.515625,         nan,        nan,    nan, 23.2,         nan,        nan,1389.3,    nan,    nan,268.2,23.5,85691.9,25036,38.0,7.5,291,0,1,14,280.3034095354554,0.0007225432494487144,268.2,1424.277741786161
712,713,48810, 12:23:30,88.516319,         nan,        nan,    nan, 23.2,         nan,        nan,1403.1,    nan,    nan,265.6,22.4,85547.8,25084,35.0,7.5,291,0,1,15,277.7196555045267,0.0005655336365757574,265.6,1437.169733674077
713,714,48870, 12:24:30,88.517014,         nan,        nan,    nan, 23.2,         nan,        nan,1412.5,    nan,    nan,269.4,22.7,85449.4,24614,37.0,7.5,291,0,1,15,281.7857439820702,0.0007660542836813049,269.4,1445.985631452649
714,715,48930, 12:25:30,88.517708,         nan,        nan,    nan, 23.2,         nan,        nan,1409.7,    nan,    nan,269.0,22.7,85478.2,24574,38.0,7.5,291,0,1,15,281.3402512454533,0.0007431695274369093,269.0,1443.404318291635
715,716,48990, 12:26:30,88.518403,         nan,        nan,    nan, 23.2,         nan,        nan,1407.6,    nan,    nan,267.3,22.4,85500.3,24548,41.0,7.5,291,0,1,15,279.5416063761334,0.0006446902272964301,267.3,1441.424108644477
716,717,49050, 12:27:30,88.519097,         nan,        nan,    nan, 23.2,         nan,        nan,1405.3,    nan,    nan,267.1,23.1,85524.0,24765,32.0,7.5,291,0,1,15,279.310317359443,0.000654593833498672,267.1,1439.301104090285
717,718,49110, 12:28:30,88.519792,         nan,        nan,    nan, 23.2,         nan,        nan,1404.7,    nan,    nan,265.5,22.7,85530.8,24644,32.0,7.5,291,0,1,15,277.6308643832297,0.000568806722218716,265.5,1438.692080597049
718,719,49170, 12:29:30,88.520486,         nan,        nan,    nan, 23.2,         nan,        nan,1397.6,    nan,    nan,267.8,22.4,85605.4,24653,32.0,7.5,291,0,1,15,279.9661722300282,0.0006688455306126393,267.8,1432.013912153443
719,720,49230, 12:30:30,88.521181,         nan,        nan,    nan, 23.2,         nan,        nan,1392.7,    nan,    nan,272.3,22.0,85656.3,24625,33.0,7.5,291,0,1,15,284.6222413933245,0.0009178151654773784,272.3,1427.460699406423
720,721,49290, 12:31:30,88.521875,         nan,        nan,    nan, 23.2,         nan,        nan,1402.6,    nan,    nan,269.3,20.8,85552.8,24507,32.0,7.5,291,0,1,15,281.5837866270061,0.0006958563008314327,269.3,1436.722042151709
721,722,49350, 12:32:30,88.522569,         nan,        nan,    nan, 23.2,         nan,        nan,1414.4,    nan,    nan,267.8,20.4,85429.1,24581,34.0,7.5,291,0,1,15,280.1312089019199,0.0006103842351856829,267.8,1447.80562151008
722,723,49410, 12:33:30,88.523264,         nan,        nan,    nan, 23.2,         nan,        nan,1400.7,    nan,    nan,268.4,20.8,85573.2,24525,33.0,7.5,291,0,1,15,280.6236079222868,0.0006501643929062741,268.4,1434.895731849314
723,724,49470, 12:34:30,88.523958,         nan,        nan,    nan, 23.2,         nan,        nan,1378.8,    nan,    nan,269.3,20.8,85802.1,24395,28.0,7.5,291,0,1,15,281.3496705290542,0.000693834474141908,269.3,1414.433254040558
724,725,49530, 12:35:30,88.524653,         nan,        nan,    nan, 23.2,         nan,        nan,1390.8,    nan,    nan,267.0,20.4,85676.6,24547,34.0,7.5,291,0,1,15,279.0634995319987,0.0005726645597551595,267.0,1425.645536229818
725,726,49590, 12:36:30,88.525347,         nan,        nan,    nan, 23.2,         nan,        nan,1408.7,    nan,    nan,266.6,20.8,85488.4,24636,30.0,7.5,291,0,1,15,278.820641935943,0.000567542301721107,266.6,1442.490311767268
726,727,49650, 12:37:30,88.526042,         nan,        nan,    nan, 23.2,         nan,        nan,1396.9,    nan,    nan,267.8,21.2,85612.2,24513,33.0,7.5,291,0,1,15,279.9598154187765,0.0006329642410098518,267.8,1431.405467742177
727,728,49710, 12:38:30,88.526736,         nan,        nan,    nan, 23.2,         nan,        nan,1396.1,    nan,    nan,267.9,20.8,85620.7,24401,35.0,7.5,291,0,1,15,280.0564079839323,0.000625686624384555,267.9,1430.644980185016
728,729,49770, 12:39:30,88.527431,         nan,        nan,    nan, 23.2,         nan,        nan,1402.6,    nan,    nan,269.9,20.4,85552.8,24389,38.0,7.5,291,0,1,15,282.2111548853655,0.0007137716249670861,269.9,1436.722042151708
729,730,49830, 12:40:30,88.528125,         nan,        nan,    nan, 23.2,         nan,        nan,1425.8,    nan,    nan,269.2,19.6,85310.4,24647,35.0,7.5,291,0,1,15,281.7076194306115,0.0006526638910374108,269.2,1458.456297725957
730,731,49890, 12:41:30,88.528819,         nan,        nan,    nan, 23.2,         nan,        nan,1458.0,    nan,    nan,266.4,20.8,84974.7,25280,35.0,7.5,291,66,1,15,279.0919060794619,0.0005622815187375868,266.4,1488.658294281147
731,732,49950, 12:42:30,88.529514,         nan,        nan,    nan, 23.2,         nan,        nan,1454.0,    nan,    nan,264.4,22.7,85015.4,25285,34.0,7.5,291,0,1,15,276.9587080134237,0.0005253687801915306,264.4,1484.990278574308
732,733,50010, 12:43:30,88.530208,         nan,        nan,    nan, 23.2,         nan,        nan,1439.9,    nan,    nan,262.0,25.9,85162.9,24897,35.0,7.5,291,0,1,15,274.3087499627912,0.0004951813988178655,262.0,1471.711799097587
733,734,50070, 12:44:30,88.530903,         nan,        nan,    nan, 23.2,         nan,        nan,1405.2,    nan,    nan,262.9,29.4,85525.7,24275,30.0,7.5,291,0,1,15,274.9167547676159,0.0006011693808514407,262.9,1439.148843677405
734,735,50130, 12:45:30,88.531597,         nan,        nan,    nan, 23.2,         nan,        nan,1377.0,    nan,    nan,263.8,30.6,85820.7,23942,32.0,7.5,291,0,1,15,275.5865002006751,0.0006693729298650564,263.8,1412.772908953906
735,736,50190, 12:46:30,88.532292,         nan,        nan,    nan, 23.2,         nan,        nan,1366.6,    nan,    nan,263.0,31.0,85930.9,23881,32.0,7.5,291,0,1,15,274.6499894647214,0.0006359040985136451,263.0,1402.943186373461
736,737,50250, 12:47:30,88.532986,         nan,        nan,    nan, 23.2,         nan,        nan,1364.9,    nan,    nan,261.4,31.0,85947.9,23952,32.0,7.5,291,0,1,15,272.9636794603836,0.0005597834893058267,261.4,1401.427926898247
737,738,50310, 12:48:30,88.533681,         nan,        nan,    nan, 23.2,         nan,        nan,1359.0,    nan,    nan,265.3,29.8,86010.6,24068,25.0,7.5,291,0,1,15,276.9784608019002,0.0007311414287916803,265.3,1395.841883434437
738,739,50370, 12:49:30,88.534375,         nan,        nan,    nan, 23.2,         nan,        nan,1368.0,    nan,    nan,265.9,27.1,85915.7,24224,26.0,7.5,291,0,1,15,277.6924915866642,0.0006972244077510251,265.9,1404.298260470599
739,740,50430, 12:50:30,88.535069,         nan,        nan,    nan, 23.2,         nan,        nan,1394.5,    nan,    nan,268.8,24.7,85637.6,24384,31.0,7.5,291,0,1,15,280.9813942867207,0.0007950984015280136,268.8,1429.133176234384
740,741,50490, 12:51:30,88.535764,         nan,        nan,    nan, 23.2,         nan,        nan,1415.2,    nan,    nan,265.6,23.5,85420.6,24754,28.0,7.5,291,0,1,15,277.8378095263313,0.000594188869977231,265.6,1448.567814770161
741,742,50550, 12:52:30,88.536458,         nan,        nan,    nan, 23.2,         nan,        nan,1429.7,    nan,    nan,265.6,23.1,85269.7,24825,24.0,7.5,291,0,1,15,277.9782718322876,0.0005851086421806465,265.6,1462.111626552266
742,743,50610, 12:53:30,88.537153,         nan,        nan,    nan, 23.2,         nan,        nan,1436.2,    nan,    nan,268.2,22.7,85201.9,24850,28.0,7.5,291,0,1,15,280.7632778993438,0.0007019599518059685,268.2,1468.204723355498
743,744,50670, 12:54:30,88.537847,         nan,        nan,    nan, 23.2,         nan,        nan,1435.7,    nan,    nan,266.7,22.4,85207.0,24712,27.0,7.5,291,0,1,15,279.1882364631673,0.0006179333112343733,266.7,1467.746224451654
744,745,50730, 12:55:30,88.538542,         nan,        nan,    nan, 23.2,         nan,        nan,1440.5,    nan,    nan,268.5,22.0,85156.1,24843,28.0,7.5,291,0,1,15,281.1205364119309,0.0006962758720801555,268.5,1472.323453650695
745,746,50790, 12:56:30,88.539236,         nan,        nan,    nan, 23.2,         nan,        nan,1452.7,    nan,    nan,268.0,22.0,85028.9,24939,24.0,7.5,291,0,1,15,280.7169623082804,0.0006714582356282557,268.0,1483.774002708402
746,747,50850, 12:57:30,88.539931,         nan,        nan,    nan, 23.2,         nan,        nan,1451.8,    nan,    nan,266.6,22.0,85039.1,24781,29.0,7.5,291,0,1,15,279.2409553378922,0.0006034567044532834,266.6,1482.855166784824
747,748,50910, 12:58:30,88.540625,         nan,        nan,    nan, 23.2,         nan,        nan,1441.4,    nan,    nan,264.3,22.7,85147.6,24512,28.0,7.5,291,0,1,15,276.731016518527,0.0005204717443395346,264.3,1473.088090530737
748,749,50970, 12:59:30,88.541319,         nan,        nan,    nan, 23.2,         nan,        nan,1414.6,    nan,    nan,264.7,23.9,85427.4,24297,25.0,7.5,291,0,1,15,276.8900403355731,0.0005635030702213807,264.7,1447.958054094995
749,750,51030, 13:00:30,88.542014,         nan,        nan,    nan, 23.2,         nan,        nan,1388.8,    nan,    nan,266.4,23.1,85697.0,24279,28.0,7.5,291,0,1,15,278.4174420089337,0.0006191936235163828,266.4,1423.821864574419
750,751,51090, 13:01:30,88.542708,         nan,        nan,    nan, 23.2,         nan,        nan,1389.7,    nan,    nan,262.4,22.7,85688.5,24326,32.0,7.5,291,0,1,15,274.2447759185409,0.00044528654333326166,262.4,1424.581675000775
751,752,51150, 13:02:30,88.543403,         nan,        nan,    nan, 23.2,         nan,        nan,1414.4,    nan,    nan,261.8,23.5,85429.1,24619,29.0,7.5,291,0,1,15,273.8549308832062,0.00044080706183931664,261.8,1447.805621510077
752,753,51210, 13:03:30,88.544097,         nan,        nan,    nan, 23.2,         nan,        nan,1460.4,    nan,    nan,263.2,24.3,84949.3,26038,25.0,7.5,291,83,1,15,275.763016141643,0.0005122514563205518,263.2,1490.948314915638
753,754,51270, 13:04:30,88.544792,         nan,        nan,    nan, 23.2,         nan,        nan,1495.5,    nan,    nan,262.3,23.5,84584.7,27066,30.0,7.5,291,100,1,15,275.1581644877914,0.000463299087825084,262.3,1523.895697845019
754,755,51330, 13:05:30,88.545486,         nan,        nan,    nan, 23.2,         nan,        nan,1502.7,    nan,    nan,262.3,24.3,84510.1,27774,22.0,7.5,291,100,1,15,275.2275747935495,0.000479493864249029,262.3,1530.654488607106
755,756,51390, 13:06:30,88.546181,         nan,        nan,    nan, 23.2,         nan,        nan,1489.3,    nan,    nan,260.7,25.5,84649.2,27642,32.0,7.5,291,83,1,15,273.420147329707,0.0004419597760650095,260.7,1518.056774532649
756,757,51450, 13:07:30,88.546875,         nan,        nan,    nan, 23.2,         nan,        nan,1458.0,    nan,    nan,260.5,27.5,84974.7,27294,31.0,7.5,291,0,1,15,272.9108165679423,0.0004671988542858272,260.5,1488.658294281146
757,758,51510, 13:08:30,88.547569,         nan,        nan,    nan, 23.2,         nan,        nan,1426.3,    nan,    nan,263.7,29.0,85305.3,26982,29.0,7.5,291,0,1,15,275.956793352272,0.0006332147865073119,263.7,1458.914240892117
758,759,51570, 13:09:30,88.548264,         nan,        nan,    nan, 23.2,         nan,        nan,1409.7,    nan,    nan,262.1,30.2,85478.2,26691,30.0,7.5,291,0,1,15,274.1237169198264,0.0005798642679133432,262.1,1443.404318291633
759,760,51630, 13:10:30,88.548958,         nan,        nan,    nan, 23.2,         nan,        nan,1394.2,    nan,    nan,261.0,31.0,85641.0,26506,29.0,7.5,291,0,1,15,272.8248200467484,0.0005440423811219398,261.0,1428.829062376057
760,761,51690, 13:11:30,88.549653,         nan,        nan,    nan, 23.2,         nan,        nan,1372.7,    nan,    nan,264.0,33.3,85866.5,26284,28.0,7.5,292,0,1,15,275.7533770630286,0.0007395540627027238,264.0,1408.686065814937
761,762,51750, 13:12:30,88.550347,         nan,        nan,    nan, 23.2,         nan,        nan,1354.8,    nan,    nan,262.3,34.5,86054.7,26084,31.0,7.5,292,0,1,15,273.8062778228933,0.0006685438473641612,262.3,1391.915382532895
762,763,51810, 13:13:30,88.551042,         nan,        nan,    nan, 23.2,         nan,        nan,1342.6,    nan,    nan,266.4,35.3,86183.6,25906,28.0,7.5,291,0,1,15,277.9671755390918,0.0009408712291206927,266.4,1380.450128898107
763,764,51870, 13:14:30,88.551736,         nan,        nan,    nan, 23.2,         nan,        nan,1335.6,    nan,    nan,264.1,35.7,86256.5,25814,19.0,7.5,291,0,1,15,275.5007136212218,0.000795475527302226,264.1,1373.973489957396
764,765,51930, 13:15:30,88.552431,         nan,        nan,    nan, 23.2,         nan,        nan,1333.9,    nan,    nan,263.2,34.5,86275.1,25803,31.0,7.5,291,0,1,15,274.5449403614817,0.000716094530202607,263.2,1372.321890640368
765,766,51990, 13:16:30,88.553125,         nan,        nan,    nan, 23.2,         nan,        nan,1323.6,    nan,    nan,267.3,33.7,86383.6,25782,29.0,7.5,291,0,1,15,278.7215123217584,0.0009599957466705235,267.3,1362.694652221864
766,767,52050, 13:17:30,88.553819,         nan,        nan,    nan, 23.2,         nan,        nan,1298.6,    nan,    nan,269.1,31.4,86648.1,25552,30.0,7.5,292,0,1,15,280.3533075481327,0.00102175886356471,269.1,1339.276062477159
767,768,52110, 13:18:30,88.554514,         nan,        nan,    nan, 23.2,         nan,        nan,1272.9,    nan,    nan,266.1,29.0,86919.4,24819,32.0,7.5,292,0,1,15,276.9802229073098,0.0007489404646864378,266.1,1315.329557424954
768,769,52170, 13:19:30,88.555208,         nan,        nan,    nan, 23.2,         nan,        nan,1276.9,    nan,    nan,263.3,28.6,86877.0,24179,25.0,7.5,292,0,1,15,274.1039658766749,0.0005941858001791401,263.3,1319.067094311355
769,770,52230, 13:20:30,88.555903,         nan,        nan,    nan, 23.2,         nan,        nan,1310.6,    nan,    nan,263.6,27.1,86520.9,25172,25.0,7.5,292,33,1,15,274.7386584850931,0.000578848224336933,263.6,1350.529298789592
770,771,52290, 13:21:30,88.556597,         nan,        nan,    nan, 23.2,         nan,        nan,1352.1,    nan,    nan,265.8,26.3,86083.5,26239,27.0,7.5,292,100,1,15,277.4332735613253,0.0006701350137355838,265.8,1389.352223028483
771,772,52350, 13:22:30,88.557292,         nan,        nan,    nan, 23.2,         nan,        nan,1378.0,    nan,    nan,261.9,25.9,85810.6,26237,25.0,7.5,292,33,1,15,273.6108139149037,0.0004875409207259702,261.9,1413.67444953584
772,773,52410, 13:23:30,88.557986,         nan,        nan,    nan, 23.2,         nan,        nan,1392.7,    nan,    nan,263.7,26.7,85656.3,27249,28.0,7.5,292,50,1,16,275.6330703467486,0.0005806053256234133,263.7,1427.460699406419
773,774,52470, 13:24:30,88.558681,         nan,        nan,    nan, 23.2,         nan,        nan,1395.6,    nan,    nan,261.5,29.0,85625.7,27658,30.0,7.5,292,100,1,16,273.3614341615142,0.0005298649969710703,261.5,1430.197669829337
774,775,52530, 13:25:30,88.559375,         nan,        nan,    nan, 23.2,         nan,        nan,1371.9,    nan,    nan,260.9,32.2,85875.0,27172,24.0,7.5,292,50,1,16,272.5076529943204,0.0005590480430966645,260.9,1407.927830386539
775,776,52590, 13:26:30,88.560069,         nan,        nan,    nan, 23.2,         nan,        nan,1336.4,    nan,    nan,260.4,35.7,86248.0,26482,33.0,7.5,292,0,1,16,271.6486438010001,0.0005927478535384519,260.4,1374.728371655119
776,777,52650, 13:27:30,88.560764,         nan,        nan,    nan, 23.2,         nan,        nan,1301.4,    nan,    nan,262.0,38.8,86617.6,25655,27.0,7.5,292,0,1,16,272.9838689236211,0.0007293577121174372,262.0,1341.972855680056
777,778,52710, 13:28:30,88.561458,         nan,        nan,    nan, 23.2,         nan,        nan,1269.1,    nan,    nan,262.3,40.4,86960.1,25408,28.0,7.5,292,0,1,16,272.9883155534738,0.0007747235017810533,262.3,1311.743589232727
778,779,52770, 13:29:30,88.562153,         nan,        nan,    nan, 23.2,         nan,        nan,1242.5,    nan,    nan,265.6,40.0,87243.2,25163,30.0,7.5,292,0,1,16,276.1660805033403,0.0009902564333105531,265.6,1286.84674670082
779,780,52830, 13:30:30,88.562847,         nan,        nan,    nan, 23.2,         nan,        nan,1226.9,    nan,    nan,266.8,38.0,87409.4,25824,22.0,7.5,292,50,1,16,277.2629344560023,0.001029717962654801,266.8,1272.268124086402
780,781,52890, 13:31:30,88.563542,         nan,        nan,    nan, 23.2,         nan,        nan,1221.1,    nan,    nan,264.6,36.1,87470.4,26488,29.0,7.5,292,100,1,16,274.9218280482397,0.0008248177986766149,264.6,1266.924319070847
781,782,52950, 13:32:30,88.564236,         nan,        nan,    nan, 23.2,         nan,        nan,1215.4,    nan,    nan,263.3,35.3,87531.4,27255,28.0,7.5,292,100,1,16,273.5166040726138,0.0007279002725448963,263.3,1261.584239412772
782,783,53010, 13:33:30,88.564931,         nan,        nan,    nan, 23.2,         nan,        nan,1205.4,    nan,    nan,263.8,35.7,87638.2,27766,31.0,7.5,293,100,1,16,273.9405008963445,0.0007647395272352513,263.8,1252.24367828846
783,784,53070, 13:34:30,88.565625,         nan,        nan,    nan, 23.2,         nan,        nan,1186.7,    nan,    nan,263.2,37.6,87838.3,27318,32.0,7.5,293,50,1,16,273.1393087971625,0.0007665502959913077,263.2,1234.773846958769
784,785,53130, 13:35:30,88.566319,         nan,        nan,    nan, 23.2,         nan,        nan,1160.9,    nan,    nan,263.0,39.6,88114.7,27057,28.0,7.5,293,0,1,16,272.6867488638493,0.0007921840786036545,263.0,1210.707946362664
785,786,53190, 13:36:30,88.567014,         nan,        nan,    nan, 23.2,         nan,        nan,1132.5,    nan,    nan,262.3,43.1,88419.9,26740,28.0,7.5,293,0,1,16,271.6922928728094,0.0008128541866733458,262.3,1184.221998326509
786,787,53250, 13:37:30,88.567708,         nan,        nan,    nan, 23.2,         nan,        nan,1108.9,    nan,    nan,264.7,45.1,88674.2,26719,24.0,7.5,293,0,1,16,273.953234398552,0.0010244124247280751,264.7,1162.222997066659
787,788,53310, 13:38:30,88.568403,         nan,        nan,    nan, 23.2,         nan,        nan,1089.5,    nan,    nan,265.2,42.7,88882.7,26522,24.0,7.5,293,0,1,16,274.2865099390823,0.0010059613962808951,265.2,1144.233082392967
