,Msg,Time[s],Time[UTC],Julian Day,Lon[deg],Lat[deg],Zg[m],Zp[m],Ws[m/s],Wd[deg],T[K],RH[%],P[Pa],DP[Pa],Pv[mA],Vb[V],Tb[K],Pmp[%],Mod,Cmd,potential_temperature,specific_humidity,temperature,altitude,wind_speed,u_wind,v_wind
820,822,33810,0:18:20,77.012731,nan,nan,nan,609.7,nan,nan,256.9,84.3,94189.5,-207.5,0.0,6.8,295,0,1,14,261.3338478316612,0.0009617321158883,256.9,644.7603881049579,nan,nan,nan
821,823,33840,0:18:50,77.013079,nan,nan,nan,592.4,nan,nan,257.1,84.3,94386.1,-209.6,0.0,6.8,295,0,1,14,261.3814590566383,0.000975840705654,257.1,629.3238577851483,nan,nan,nan
822,824,33870,0:19:20,77.013426,nan,nan,nan,585.2,nan,nan,257.2,84.3,94467.5,-207.1,0.0,6.8,295,0,1,14,261.4186974066753,0.0009831390889118,257.2,622.9419476944402,nan,nan,nan
823,825,33900,0:19:50,77.013773,nan,nan,nan,582.6,nan,nan,257.1,84.3,94496.4,-205.4,0.0,6.8,295,0,1,14,261.2942092842606,0.0009747016651209,257.1,620.6774571057423,nan,nan,nan
824,826,33930,0:20:20,77.01412,11.827064,76.834616,624.9,607.9,6.7,192.0,257.0,84.3,94209.8,-204.9,0.0,6.8,295,0,1,14,261.4194692731421,0.0009695658254225,257.0,643.1649929368035,6.7,-1.393008328478989,-6.553588924916498
825,827,33960,0:20:50,77.014468,nan,nan,nan,624.4,nan,nan,256.9,84.3,94023.3,-209.2,0.0,6.7,295,0,1,14,261.4658148638943,0.0009634321187351,256.9,657.8351411388279,nan,nan,nan
826,828,33990,0:21:20,77.014815,nan,nan,nan,618.9,nan,nan,256.9,84.3,94086.1,-207.1,0.0,6.7,295,0,1,14,261.4159148333501,0.0009627890531063,256.9,652.8920265369024,nan,nan,nan
827,829,34020,0:21:50,77.015162,11.820064,76.829276,646.3,612.0,6.9,196.6,256.9,84.3,94164.0,-208.8,0.0,6.7,295,0,1,14,261.3540760269784,0.0009619925569163,256.9,646.764943240248,6.9,-1.971249735094318,-6.61242576380942
828,830,34050,0:22:20,77.015509,nan,nan,nan,619.8,nan,nan,256.8,84.3,94075.9,-204.5,0.0,6.7,295,0,1,15,261.3222556987523,0.000954900835937,256.8,653.6946646333065,nan,nan,nan
829,831,34080,0:22:50,77.015856,11.814611,76.825854,643.8,618.7,6.8,200.0,256.8,83.9,94087.7,-208.8,0.0,6.7,295,0,1,15,261.312886699875,0.0009502506805689,256.8,652.7661304170895,6.8,-2.325736974614547,-6.389909821344177
830,832,34110,0:23:20,77.016204,11.810987,76.824058,604.3,576.2,7.3,204.7,256.9,83.9,94569.3,-205.8,0.0,6.7,295,0,1,15,261.0333976908158,0.0009533246491925,256.9,614.968374584487,7.3,-3.050429638747858,-6.63210969594507
831,833,34140,0:23:50,77.016551,11.808327,76.822215,590.5,561.5,7.2,198.2,257.1,83.9,94737.1,-202.0,0.0,6.7,294,0,1,15,261.1042640653891,0.0009676120573511,257.1,601.8440098501131,7.2,-2.248811413288072,-6.839798770977499
832,834,34170,0:24:20,77.016898,11.804703,76.820387,567.0,536.6,7.4,204.3,257.2,84.3,95020.2,-202.8,0.0,6.6,294,0,1,15,260.9831229167445,0.0009774205051323,257.2,579.7541369555489,7.4,-3.045206253677806,-6.744384247102294
833,835,34200,0:24:50,77.017245,11.801799,76.818548,544.6,512.2,7.3,199.8,257.3,84.3,95298.3,-202.4,0.0,6.6,294,0,1,15,260.8665728064517,0.0009826966486651,257.3,558.1183941830438,7.3,-2.472786817790628,-6.868429613365846
834,836,34230,0:25:20,77.017593,11.799069,76.816758,524.0,489.4,7.0,199.2,257.4,84.3,95559.4,-192.7,0.0,6.6,294,0,1,15,260.763929443402,0.0009881782457816,257.4,537.8626140408292,7.0,-2.302066527170082,-6.610634591662368
835,837,34260,0:25:50,77.01794,11.796554,76.815003,496.8,459.7,6.9,198.1,257.4,84.3,95900.2,-213.0,0.0,6.6,294,0,1,15,260.4986963982861,0.0009846665623214,257.4,511.5069225533721,6.9,-2.143667364452048,-6.558558548231709
836,838,34290,0:26:20,77.018287,11.793748,76.813298,472.2,433.0,6.8,200.6,257.7,84.3,96207.1,-195.7,0.0,6.6,294,0,1,15,260.5642159968637,0.0010062243872606,257.7,487.8529054037888,6.8,-2.392523209151971,-6.365204843025019
837,839,34320,0:26:50,77.018634,11.79084,76.811615,451.0,408.9,6.7,201.5,258.2,84.7,96485.1,-172.4,0.0,6.6,294,0,1,15,260.8545264972578,0.0010505660118154,258.2,466.4913692904857,6.7,-2.455558219052792,-6.233797705479564
838,840,34350,0:27:20,77.018981,11.787877,76.809979,434.5,391.2,6.6,202.5,258.4,84.3,96690.3,-190.6,0.0,6.6,294,0,1,15,260.8980909257746,0.0010607016194031,258.4,450.7632346875836,6.6,-2.525710653609592,-6.097604914574492
839,841,34380,0:27:50,77.019329,11.784542,76.808446,421.3,375.0,6.4,206.4,258.5,84.3,96876.8,-186.4,0.0,6.6,294,0,1,15,260.8553285024991,0.001067396705831,258.5,436.4973422688155,6.4,-2.845665146783537,-5.732555265532242
840,842,34410,0:28:20,77.019676,11.781248,76.806888,399.0,355.1,6.4,205.8,258.6,84.7,97107.3,-199.5,0.0,6.5,294,0,1,15,260.7790234799673,0.0010787380184706,258.6,418.903669199212,6.4,-2.785479035982898,-5.762040136974038
841,843,34440,0:28:50,77.020023,11.777933,76.805265,379.1,334.4,6.6,205.0,258.8,84.3,97348.1,-158.0,0.0,6.5,294,0,1,15,260.7960075940393,0.0010886993943193,258.8,400.5683610070556,6.6,-2.789280527488615,-5.98163139444189
842,844,34470,0:29:20,77.02037,11.774222,76.803589,349.5,299.9,7.0,206.8,259.1,84.3,97749.9,-159.3,1.0,6.5,293,0,1,15,260.7910767030108,0.0011111712690411,259.1,370.0747225593329,7.0,-3.156142784826016,-6.248100729164879
843,845,34500,0:29:50,77.020718,11.770543,76.801857,313.4,264.4,7.1,205.9,259.2,83.9,98165.3,-151.2,0.0,6.5,293,0,1,15,260.5756659082376,0.0011102517727645,259.2,338.6804424543443,7.1,-3.101292697410687,-6.38686023058178
