,Msg,Time[s],Time[UTC],Julian Day,Lon[deg],Lat[deg],Zg[m],Zp[m],Ws[m/s],Wd[deg],T[K],RH[%],P[Pa],DP[Pa],Pv[mA],Vb[V],Tb[K],Pmp[%],Mod,Cmd,potential_temperature,specific_humidity,temperature,altitude,wind_speed,u_wind,v_wind
111,113,2610,15:38:20,76.65162,11.744519,78.762306,1315.9,1341.3,9.8,189.2,252.1,47.5,86197.1,19488.3,8.0,8.3,275,16,1,2,263.034487540433,0.0003935509151764,252.1,1301.221324690517,9.8,-1.566835639379979,-9.673935397715285
112,114,2670,15:39:20,76.652315,nan,nan,nan,1273.7,nan,nan,252.8,49.0,86910.9,17904.7,11.0,8.2,275,0,1,2,263.143772487343,0.0004278310363765,252.8,1240.167428505198,nan,nan,nan
113,115,2730,15:40:20,76.653009,nan,nan,nan,1201.4,nan,nan,253.0,49.8,87680.6,16131.8,10.0,8.2,275,0,1,2,262.689024228538,0.0004385051067475,253.0,1174.891550576267,nan,nan,nan
114,116,2790,15:41:20,76.653704,11.732783,78.746899,1196.1,1209.9,9.6,188.5,252.9,49.8,87590.8,16030.9,7.0,8.3,275,0,1,2,262.6621213170473,0.0004351832477551,252.9,1182.477620416415,9.6,-1.418970346844262,-9.4945522882744
115,117,2850,15:42:20,76.654398,11.728209,78.742002,1277.8,1304.0,9.2,190.3,252.3,49.0,86590.5,18038.3,8.0,8.2,275,100,1,2,262.9007295951234,0.0004112173410821,252.3,1267.510137177906,9.2,-1.644980379070418,-9.05174234898858
116,118,2910,15:43:20,76.655093,11.722701,78.737094,1374.6,1410.2,9.3,192.4,251.9,48.6,85473.2,19334.9,7.0,8.2,275,100,1,2,263.4602020282459,0.0003990681619744,251.9,1363.657674094038,9.3,-1.99703854265369,-9.08305218850776
117,119,2970,15:44:20,76.655787,11.716516,78.732074,1398.2,1448.5,9.6,193.5,251.3,48.6,85073.0,19483.2,9.0,8.3,275,50,1,2,263.1855124114921,0.000380474764128,251.3,1398.402276950582,9.6,-2.241075493016691,-9.334751235817697
118,120,3030,15:45:20,76.656481,11.711219,78.726898,1368.1,1407.3,9.8,191.3,251.5,49.8,85503.7,19060.2,6.0,8.3,275,0,1,2,263.0150199974364,0.0003947534444339,251.5,1361.016397255601,9.8,-1.920272213576674,-9.610023653756809
119,121,3090,15:46:20,76.657176,11.705902,78.721812,1297.1,1324.5,9.6,191.6,252.1,51.0,86373.4,17179.6,8.0,8.2,275,0,1,2,262.8809021319396,0.00042168692216,252.1,1286.094860499217,9.6,-1.930348043001258,-9.403922396153703
120,122,3150,15:47:20,76.65787,11.700963,78.716928,1261.4,1284.0,9.2,191.2,252.3,50.6,86802.4,16193.7,6.0,8.2,275,0,1,2,262.7171103802432,0.0004236082129753,252.3,1249.415437462574,9.2,-1.78695603122374,-9.024787429212562
121,123,3210,15:48:20,76.658565,nan,nan,nan,1337.6,nan,nan,252.0,50.2,86236.1,17343.6,5.0,8.2,275,33,1,2,262.8961536785212,0.000412132328675,252.0,1297.872478168751,nan,nan,nan
122,124,3270,15:49:20,76.659259,11.691133,78.707362,1415.4,1458.9,9.1,191.4,251.4,50.2,84964.5,18962.3,7.0,8.2,275,100,1,2,263.3863096905037,0.0003969623694909,251.4,1407.850205575415,9.1,-1.798681797450048,-8.920467689057668
123,125,3330,15:50:20,76.659954,nan,nan,nan,1584.7,nan,nan,250.6,50.2,83662.4,20470.4,5.0,8.1,275,100,1,2,263.7098090408974,0.0003757905250405,250.6,1522.18479390447,nan,nan,nan
124,126,3390,15:51:20,76.660648,nan,nan,nan,1636.1,nan,nan,250.7,50.6,83135.1,21283.8,6.0,8.1,275,100,1,2,264.2922838162451,0.0003845602892726,250.7,1568.99291392834,nan,nan,nan
125,127,3450,15:52:20,76.661343,nan,nan,nan,1580.0,nan,nan,250.7,51.0,83711.6,20093.2,12.0,8.2,276,16,1,2,263.7707083036709,0.0003849309892394,250.7,1517.832395547856,nan,nan,nan
126,128,3510,15:53:20,76.662037,nan,nan,nan,1501.8,nan,nan,251.0,51.8,84518.6,18446.9,5.0,8.2,276,0,1,2,263.3630773778411,0.0003975875814401,251.0,1446.80524004684,nan,nan,nan
127,129,3570,15:54:20,76.662731,11.662002,78.682387,1414.3,1475.2,9.5,192.9,251.1,51.8,84795.0,18239.2,4.0,8.2,276,0,1,2,263.2222209539971,0.0003997854313267,251.1,1422.634046371918,9.5,-2.120876102104039,-9.260231344816606
128,130,3630,15:55:20,76.663426,nan,nan,nan,1515.6,nan,nan,251.0,52.2,84376.2,19291.2,9.0,8.1,276,50,1,2,263.4900562767235,0.0004013339377758,251.0,1459.288997762598,nan,nan,nan
129,131,3690,15:56:20,76.66412,nan,nan,nan,1597.1,nan,nan,250.5,52.2,83535.3,20429.7,4.0,8.1,276,100,1,3,263.7191661210384,0.0003879211998723,250.5,1533.440347309348,nan,nan,nan
130,132,3750,15:57:20,76.664815,nan,nan,nan,1680.6,nan,nan,251.1,52.9,82680.7,21440.6,7.0,8.1,276,100,1,3,265.1290287526405,0.0004187154401462,251.1,1609.568520129885,nan,nan,nan
131,133,3810,15:58:20,76.665509,nan,nan,nan,1712.6,nan,nan,249.7,53.3,82355.2,22330.7,6.0,8.1,277,100,1,3,263.9482681079253,0.0003742991988576,249.7,1638.771330462471,nan,nan,nan
132,134,3870,15:59:20,76.666204,11.62039,78.659519,1649.1,1719.0,9.0,199.7,249.3,54.1,82290.8,22917.8,7.0,8.1,277,100,1,3,263.5843799427442,0.0003669141860973,249.3,1644.562765949832,9.0,-3.033857325807737,-8.473234903308342
133,135,3930,16:00:20,76.666898,11.612601,78.654582,1630.3,1694.1,9.6,197.2,249.3,56.1,82543.4,22516.4,8.0,8.2,277,50,1,3,263.3535490252056,0.0003793141379152,249.3,1621.872589187103,9.6,-2.838797280422847,-9.1706722763745
134,136,3990,16:01:20,76.667593,11.606491,78.649484,1584.4,1644.1,9.7,193.3,249.5,57.3,83053.7,21678.0,8.0,8.2,277,0,1,3,263.1008882247292,0.0003919704159605,249.5,1576.245187951938,9.7,-2.231482450724613,-9.439835065937755
135,137,4050,16:02:20,76.668287,11.600769,78.644392,1516.5,1569.1,9.7,192.5,250.3,57.6,83823.5,20103.3,3.0,8.2,277,0,1,3,263.249310367746,0.0004191124564806,250.3,1507.942860827435,9.7,-2.099464255199599,-9.470071269063354
136,138,4110,16:03:20,76.668981,11.594769,78.639417,1459.5,1506.2,9.5,193.4,250.8,56.5,84472.8,18549.9,3.0,8.2,278,0,1,3,263.1940038965373,0.000426336342656,250.8,1450.81808520767,9.5,-2.201605083194495,-9.241370842989268
137,139,4170,16:04:20,76.669676,11.587135,78.634576,1446.0,1490.6,9.4,197.3,251.0,55.3,84635.6,19333.2,6.0,8.1,278,33,1,3,263.2589534968075,0.0004238648465823,251.0,1436.563950070629,9.4,-2.79532381633119,-8.974751515326295
138,140,4230,16:05:20,76.67037,11.57827,78.629919,1465.7,1515.9,9.2,200.6,251.1,54.5,84372.8,20175.8,2.0,8.1,278,100,1,3,263.5980687711923,0.0004227284614958,251.1,1459.587322472408,9.2,-3.236943165323254,-8.611747728798555
139,141,4290,16:06:20,76.671065,11.568512,78.625382,1491.5,1544.1,9.1,203.0,251.1,53.3,84081.2,20780.2,5.0,8.1,278,100,1,3,263.8590696371627,0.000414854453232,251.1,1485.217885305624,9.1,-3.555653269252389,-8.376594166417208
140,142,4350,16:07:20,76.671759,11.558788,78.62084,1499.8,1555.9,9.1,202.9,250.7,52.9,83959.1,21627.1,5.0,8.2,279,100,1,4,263.548203266912,0.0003980945573002,250.7,1495.976436971314,9.1,-3.541027946275876,-8.382787190648063
141,143,4410,16:08:20,76.672454,11.550712,78.616045,1551.7,1573.5,9.4,198.4,250.4,52.9,83777.7,22239.6,4.0,8.2,279,100,1,4,263.3956311689145,0.0003885415226878,250.4,1511.988991296599,9.4,-2.967100947302762,-8.919434509458268
142,144,4470,16:09:20,76.673148,11.542399,78.61116,1525.2,1585.6,9.6,198.6,250.2,53.3,83653.9,22767.7,5.0,8.2,279,100,1,4,263.2965306836613,0.0003851900764964,250.2,1522.936991934375,9.6,-3.062009369261469,-9.098576736092022
143,145,4530,16:10:20,76.673843,nan,nan,nan,1571.7,nan,nan,250.0,53.7,83796.4,22495.6,4.0,8.1,279,66,1,4,262.9580944139053,0.0003806211690242,250.0,1510.336701464104,nan,nan,nan
144,146,4590,16:11:20,76.674537,nan,nan,nan,1517.4,nan,nan,250.3,55.3,84357.5,21747.5,5.0,8.1,279,0,1,4,262.7718722557751,0.0003998299352351,250.3,1460.929932452013,nan,nan,nan
145,147,4650,16:12:20,76.675231,nan,nan,nan,1432.9,nan,nan,250.8,56.9,85235.8,20174.9,6.0,8.1,279,0,1,4,262.5183570613601,0.000425511225751,250.8,1384.248610340585,nan,nan,nan
146,148,4710,16:13:20,76.675926,nan,nan,nan,1345.3,nan,nan,251.6,57.6,86154.7,18680.0,3.0,8.1,279,0,1,4,262.5497247775413,0.0004571091824639,251.6,1304.863841457525,nan,nan,nan
147,149,4770,16:14:20,76.67662,11.508304,78.58557,1235.5,1283.3,9.8,194.8,252.1,56.9,86809.2,17449.5,4.0,8.2,279,0,1,4,262.5029744211711,0.0004681084536765,252.1,1248.835499296288,9.8,-2.50336842777075,-9.474869208323703
148,150,4830,16:15:20,76.677315,nan,nan,nan,1274.7,nan,nan,252.6,54.9,86900.7,16598.9,3.0,8.1,279,0,1,4,262.9444109036423,0.0004711809230922,252.6,1241.036334777968,nan,nan,nan
149,151,4890,16:16:20,76.678009,nan,nan,nan,1324.1,nan,nan,252.7,52.5,86378.5,17033.3,8.0,8.1,279,0,1,4,263.5021132918432,0.00045724595337,252.7,1285.657742327458,nan,nan,nan
150,152,4950,16:17:20,76.678704,nan,nan,nan,1390.0,nan,nan,252.0,51.0,85685.1,17688.6,8.0,8.0,279,83,1,4,263.3783057180832,0.000421392635622,252.0,1345.326734260438,nan,nan,nan
151,153,5010,16:18:20,76.679398,nan,nan,nan,1442.7,nan,nan,251.5,51.4,85134.1,18117.6,3.0,8.1,280,16,1,4,263.3409205191792,0.0004092051242587,251.5,1393.087132470772,nan,nan,nan
152,154,5070,16:19:20,76.680093,nan,nan,nan,1454.0,nan,nan,251.2,52.2,85015.4,18095.1,3.0,8.1,280,0,1,4,263.1317225906658,0.0004053675785299,251.2,1403.416450041329,nan,nan,nan
153,155,5130,16:20:20,76.680787,nan,nan,nan,1421.9,nan,nan,251.3,52.9,85351.1,17744.1,4.0,8.1,280,0,1,4,262.940093539006,0.0004127887803091,251.3,1374.240888772407,nan,nan,nan
154,156,5190,16:21:20,76.681481,11.465213,78.547153,1323.5,1363.5,10.4,192.6,251.8,53.3,85963.1,16762.1,3.0,8.2,280,0,1,4,262.9257084351055,0.0004313911319448,251.8,1321.346278116809,10.4,-2.268689710524042,-10.14953432416297
155,157,5250,16:22:20,76.682176,11.459435,78.541429,1292.0,1327.4,10.8,191.3,251.7,53.7,86342.9,16489.1,3.0,8.2,280,0,1,4,262.4902957760407,0.0004289588337569,251.7,1288.709537433483,10.8,-2.116218357819192,-10.59063831230342
156,158,5310,16:23:20,76.68287,nan,nan,nan,1332.4,nan,nan,251.9,53.7,86290.4,16438.7,3.0,8.1,280,0,1,4,262.7445478995335,0.0004367697766553,251.9,1293.212374806206,nan,nan,nan
157,159,5370,16:24:20,76.683565,11.447029,78.530513,1325.0,1364.6,10.4,192.7,251.9,53.3,85951.3,16819.7,3.0,8.2,279,0,1,4,263.0404488601626,0.0004352267041545,251.9,1322.362576582161,10.4,-2.286400525269509,-10.14555925703691
158,160,5430,16:25:20,76.684259,11.440095,78.52512,1371.2,1400.3,10.3,194.4,251.6,52.9,85576.6,17263.1,2.0,8.2,279,0,1,4,263.0555062087467,0.0004226463092877,251.6,1354.707127894505,10.3,-2.561505837798007,-9.9764065596249
159,161,5490,16:26:20,76.684954,11.433092,78.519551,1373.1,1419.1,10.7,194.0,251.5,53.3,85379.9,17089.7,7.0,8.1,279,0,1,5,263.1239804777695,0.0004231097770599,251.5,1371.743238510255,10.7,-2.588564282916442,-10.38216427115316
160,162,5550,16:27:20,76.685648,11.426837,78.513839,1364.7,1401.8,10.8,192.3,251.4,54.1,85561.3,16126.3,4.0,8.1,279,0,1,5,262.8598350481666,0.0004248181063487,251.4,1356.030849785591,10.8,-2.30072817176975,-10.55209220390085
161,163,5610,16:28:20,76.686343,11.420267,78.508056,1321.5,1356.6,11.0,192.8,251.4,54.5,86036.0,14858.1,6.0,8.1,279,0,1,5,262.444432733622,0.0004255978442736,251.4,1315.07071217268,11.0,-2.437033473814142,-10.7266428973612
162,164,5670,16:29:20,76.687037,11.412861,78.50241,1303.5,1337.9,10.8,194.6,251.5,54.9,86232.7,14249.5,3.0,8.1,279,0,1,5,262.3774914577956,0.0004315010470124,251.5,1298.164368623465,10.8,-2.722349069025628,-10.45125904120529
163,165,5730,16:30:20,76.687731,11.403768,78.497078,1338.3,1378.3,10.4,198.8,251.5,55.3,85807.2,14648.3,2.0,8.0,279,16,1,5,262.748755685698,0.000436800266263,251.5,1334.784743530895,10.4,-3.351563230397319,-9.84515230520324
164,166,5790,16:31:20,76.688426,11.391959,78.492135,1412.7,1462.3,10.2,205.5,251.0,54.9,84928.9,15415.9,3.0,8.0,279,100,1,5,262.9987433835175,0.0004193456970425,251.0,1410.952800046281,10.2,-4.391213187444611,-9.206369900368577
165,167,5850,16:32:20,76.68912,11.378974,78.487114,1474.2,1528.2,10.5,207.3,250.6,54.5,84245.6,15923.7,3.0,8.0,279,83,1,5,263.1866650914843,0.0004051554658154,250.6,1470.756822854553,10.5,-4.815820322085306,-9.330480942876964
166,168,5910,16:33:20,76.689815,11.365495,78.481981,1489.6,1542.3,10.8,207.7,250.5,54.1,84099.8,15867.4,2.0,8.1,279,0,1,5,263.2119389428964,0.0003993423324109,250.5,1483.580361836039,10.8,-5.020294093825888,-9.562251158147694
167,169,5970,16:34:20,76.690509,11.352387,78.47705,1440.8,1489.1,10.4,208.0,251.0,54.1,84650.9,14851.0,3.0,8.1,280,0,1,5,263.245350981731,0.0004145921081743,251.0,1435.225751309139,10.4,-4.882504252973265,-9.18265496573284
168,170,6030,16:35:20,76.691204,11.338581,78.472598,1365.1,1406.2,9.7,211.8,251.7,54.1,85515.5,13742.1,2.0,8.1,280,0,1,5,263.2137938397111,0.0004363353380505,251.7,1359.994778975932,9.7,-5.111471216317772,-8.24395912197258
169,171,6090,16:36:20,76.691898,11.329283,78.468589,1329.7,1367.5,8.2,204.9,252.3,54.9,85920.8,13043.2,1.0,8.1,280,0,1,5,263.4848695835545,0.0004643223837929,252.3,1324.990096265859,8.2,-3.452493669613426,-7.437760917190012
170,172,6150,16:37:20,76.692593,11.325455,78.465043,1323.4,1360.9,6.7,192.2,252.8,52.9,85990.3,12580.8,0.0,8.1,280,0,1,5,263.9460221133612,0.0004668277473696,252.8,1319.004155338479,6.7,-1.415876136251104,-6.548686491716842
171,173,6210,16:38:20,76.693287,11.325022,78.462081,1342.8,1385.1,5.5,181.7,253.0,50.2,85736.0,12659.6,4.0,8.1,280,0,1,5,264.3785733878511,0.0004520529681726,253.0,1340.930254935952,5.5,-0.1631643424681081,-5.497579230656612
172,174,6270,16:39:20,76.693981,11.32828,78.459553,1395.2,1441.4,4.8,165.5,252.6,47.8,85147.6,13316.6,4.0,8.0,280,33,1,5,264.4807218031779,0.0004186914711659,252.6,1391.913269752345,4.8,1.201824019461318,-4.647108673814917
173,175,6330,16:40:20,76.694676,11.332931,78.457222,1509.1,1569.7,4.7,158.2,251.7,46.3,83816.7,14254.6,1.0,8.0,280,100,1,5,264.7278786746004,0.0003809942264557,251.7,1508.543456585218,4.7,1.745428827086105,-4.363883386340293
174,176,6390,16:41:20,76.69537,11.337507,78.454853,1676.8,1754.5,4.7,158.9,250.5,46.3,81931.4,15567.8,1.0,8.0,281,100,1,5,265.1847278686349,0.0003508113720107,250.5,1676.966750610964,4.7,1.69198499816424,-4.384881613679799
175,177,6450,16:42:20,76.696065,11.343986,78.452507,1867.4,1964.9,5.0,151.1,248.9,47.1,79825.6,17028.8,2.0,8.0,281,100,1,5,265.4594525611056,0.0003177434599008,248.9,1869.732597741587,5.0,2.416411916275013,-4.377322635000088
176,178,6510,16:43:20,76.696759,11.351352,78.449982,2056.5,2171.5,5.4,149.7,247.3,49.4,77801.2,18324.6,1.0,8.0,281,100,1,5,265.6968468097344,0.0002959958393345,247.3,2059.90244902953,5.4,2.724449168601105,-4.662335973276567
177,179,6570,16:44:20,76.697454,11.359897,78.447341,2180.9,2305.6,5.8,147.1,246.8,52.2,76509.3,19040.5,0.0,8.0,282,100,1,5,266.4318912259051,0.0003039014949183,246.8,2183.866307215478,5.8,3.150411809713892,-4.869795214299596
178,180,6630,16:45:20,76.698148,11.368685,78.444349,2220.6,2346.1,6.4,149.5,246.6,54.9,76122.7,19091.4,0.0,8.0,283,100,1,5,266.6017658646443,0.0003154291695481,246.6,2221.369539610514,6.4,3.248245522948506,-5.514426626825766
179,181,6690,16:46:20,76.698843,11.376551,78.441018,2197.7,2320.9,6.8,154.7,247.0,56.9,76363.5,18793.4,1.0,8.0,283,50,1,5,266.7932330630155,0.0003380035593502,247.0,2197.987746176782,6.8,2.906033471032909,-6.147761337693292
180,182,6750,16:47:20,76.699537,11.384111,78.437581,2146.3,2265.6,7.0,156.2,247.1,58.4,76892.5,18108.0,2.0,8.1,284,0,1,5,266.3750593634698,0.0003476781288133,247.1,2146.879447015765,7.0,2.82481707446673,-6.404717674948773
181,183,6810,16:48:20,76.700231,11.390329,78.433735,2121.9,2243.6,7.5,162.0,246.8,59.2,77104.4,17991.5,2.0,8.1,284,0,1,5,265.8424429459048,0.0003419944881502,246.8,2126.505706528132,7.5,2.317627457812106,-7.132923872213651
182,184,6870,16:49:20,76.700926,11.39472,78.429543,2122.0,2240.4,7.9,168.1,246.5,60.4,77134.9,18006.7,3.0,8.1,284,0,1,5,265.4892796124534,0.0003393577623114,246.5,2123.577806006191,7.9,1.629013064633375,-7.73022098230405
183,185,6930,16:50:20,76.70162,11.398201,78.425154,2122.7,2240.4,8.2,171.0,246.4,61.6,77134.9,17960.9,0.0,8.1,285,0,1,5,265.3815760507445,0.0003429461831812,246.4,2123.577806006191,8.2,1.282762613329894,-8.099044392880128
184,186,6990,16:51:20,76.702315,11.402816,78.420992,2115.7,2234.6,7.9,167.5,246.5,62.7,77190.9,17985.1,2.0,8.0,285,0,1,5,265.4342077670027,0.0003520247558496,246.5,2118.205001647822,7.9,1.709872950111012,-7.712738456247474
185,187,7050,16:52:20,76.703009,11.407399,78.417333,2099.4,2212.8,7.0,165.9,246.6,63.9,77401.1,17893.1,0.0,8.0,285,0,1,5,265.3355466278115,0.0003610749978916,246.6,2098.072512151948,7.0,1.705305082502157,-6.789104106993229
186,188,7110,16:53:20,76.703704,11.411764,78.414031,2102.9,2217.4,6.3,165.1,246.6,64.7,77357.0,18002.1,0.0,8.0,285,0,1,5,265.3787775206054,0.0003658039188487,246.6,2102.291776439621,6.3,1.619936596874588,-6.088169299724375
187,189,7170,16:54:20,76.704398,11.415849,78.411089,2135.8,2256.3,5.7,164.4,246.4,65.5,76982.3,18289.0,0.0,8.0,285,0,1,5,265.5318471431518,0.000365381538413,246.4,2138.238518702713,5.7,1.532842977507015,-5.490026630746652
188,190,7230,16:55:20,76.705093,11.419209,78.407832,2182.9,2311.8,6.2,168.3,246.0,65.9,76450.0,19302.0,3.0,8.0,285,50,1,5,265.6271228987309,0.0003568329962378,246.0,2189.606551110026,6.2,1.257281231210376,-6.071181425854949
189,191,7290,16:56:20,76.705787,11.421896,78.404295,2203.6,2332.4,6.6,171.3,246.1,66.3,76253.3,19395.7,0.0,8.0,285,100,1,5,265.9308700813585,0.000363247191313,246.1,2208.679054258916,6.6,0.9983214136316468,-6.524059652937311
190,192,7350,16:57:20,76.706481,11.424212,78.400495,2185.0,2310.0,7.1,173.0,246.1,66.7,76466.9,19304.2,0.0,8.0,285,33,1,5,265.7183116394424,0.0003644179239789,246.1,2187.970176475765,7.1,0.8652723381765476,-7.047077676653386
191,193,7410,16:58:20,76.707176,11.426109,78.396505,2155.8,2277.3,7.4,174.5,246.6,67.5,76780.6,19063.0,0.0,8.0,285,0,1,5,265.9467484443255,0.0003844996627941,246.6,2157.66106224181,7.4,0.709258568649657,-7.365931867917124
192,194,7470,16:59:20,76.70787,11.427055,78.392387,2119.6,2239.0,7.6,177.4,246.9,67.1,77148.5,18763.7,1.0,8.0,285,0,1,5,265.906692831736,0.0003909602046533,246.9,2122.27262355417,7.6,0.3447587097823285,-7.592176330409432
193,195,7530,17:00:20,76.708565,11.427133,78.388324,2085.1,2198.8,7.5,179.8,247.5,65.1,77536.7,18478.5,0.0,8.1,285,0,1,5,266.1707106438207,0.0003985663016199,247.5,2085.114036023038,7.5,0.0261798856141772,-7.499954307433428
194,196,7590,17:01:20,76.709259,11.426512,78.38447,2060.9,2172.7,7.2,181.9,247.9,63.1,77789.4,18229.7,0.0,8.0,286,0,1,5,266.353029780674,0.0003992605480425,247.9,2061.025372528458,7.2,-0.2387172843973894,-7.196041554780652
195,197,7650,17:02:20,76.709954,11.425526,78.380896,2044.6,2154.9,6.6,183.2,248.0,61.6,77962.3,18102.5,0.0,8.0,286,0,1,5,266.2914155912557,0.0003924322320433,248.0,2044.588700339768,6.6,-0.3684219329548807,-6.589709043601075
196,198,7710,17:03:20,76.710648,11.42472,78.377496,2038.9,2148.1,6.3,182.7,248.1,60.0,78028.4,18143.2,0.0,8.0,286,0,1,5,266.3342613198747,0.0003853760316584,248.1,2038.314559026042,6.3,-0.2967706394707463,-6.293006212260411
197,199,7770,17:04:20,76.711343,11.424271,78.374168,2045.2,2159.6,6.2,181.6,248.2,59.2,77916.5,18232.2,0.0,8.0,286,0,1,5,266.5509380999585,0.0003842309881878,248.2,2048.939107993811,6.2,-0.1731141600861265,-6.197582713250197
198,200,7830,17:05:20,76.712037,11.424569,78.370815,2070.3,2185.3,6.2,179.0,248.2,58.0,77667.3,18363.2,0.0,8.0,287,0,1,5,266.7951356434053,0.0003776503596991,248.2,2072.654786397794,6.2,0.1082049199111573,-6.199055709969626
199,201,7890,17:06:20,76.712731,11.425415,78.367306,2092.7,2210.0,6.5,177.2,247.4,58.0,77428.2,18537.4,0.0,8.0,287,0,1,5,266.1696906435517,0.0003523843135805,247.4,2095.480913993615,6.5,0.3175235036714874,-6.492239892719321
200,202,7950,17:07:20,76.713426,11.426706,78.36355,2123.5,2245.2,7.0,176.0,247.1,58.8,77089.1,18811.6,0.0,8.0,287,0,1,5,266.1806898428308,0.0003491667306595,247.1,2127.974892873629,7.0,0.4882953162088787,-6.982948351818769
201,203,8010,17:08:20,76.71412,11.427748,78.359611,2160.4,2286.5,7.3,176.9,246.7,60.0,76692.4,19181.7,0.0,8.0,287,0,1,5,266.1420231287634,0.000345311368051,246.7,2166.170251203645,7.3,0.3947753347888587,-7.289317693381346
202,204,8070,17:09:20,76.714815,11.428328,78.355594,2193.0,2316.4,7.5,178.3,246.1,61.2,76405.9,19853.5,0.0,7.9,287,83,1,5,265.7789362330034,0.0003346354189524,246.1,2193.87832161415,7.5,0.2224968306383311,-7.496698950895381
203,205,8130,17:10:20,76.715509,11.428451,78.351606,2194.8,2317.0,7.4,179.6,246.0,62.7,76400.8,19572.5,0.0,7.9,287,100,1,5,265.6760092878822,0.000339724381379,246.0,2194.372494937057,7.4,0.0516613262049164,-7.399819667219922
204,206,8190,17:11:20,76.716204,11.428381,78.34765,2152.5,2273.6,7.3,180.2,246.2,64.3,76816.2,19233.4,0.0,8.0,288,0,1,5,265.4801859605003,0.0003529329011787,246.2,2154.229282900056,7.3,-0.0254817553311307,-7.299955525901869
205,207,8250,17:12:20,76.716898,11.428797,78.343736,2083.4,2194.9,7.3,178.8,246.7,65.5,77574.0,17815.6,0.0,8.0,288,0,1,5,265.2738880289021,0.000372680842461,246.7,2081.553473633524,7.3,0.1528796651485037,-7.298398989366372
206,208,8310,17:13:20,76.717593,11.429792,78.339729,2021.6,2129.6,7.4,177.1,247.0,65.5,78208.1,16845.8,0.0,8.0,288,0,1,5,264.9791157437202,0.0003799132123684,247.0,2021.284455622979,7.4,0.3743877565676791,-7.390523243162978
207,209,8370,17:14:20,76.718287,11.431275,78.335546,1997.7,2104.2,7.8,175.9,247.3,65.9,78455.7,16777.5,0.0,8.0,288,0,1,5,265.0613437177865,0.0003915668037237,247.3,1997.883485446799,7.8,0.5576800657949511,-7.780038106861363
208,210,8430,17:15:20,76.718981,11.432942,78.331006,2017.0,2124.2,8.4,175.8,247.3,65.5,78260.7,17029.7,0.0,8.0,289,0,1,5,265.2499688016574,0.0003901598044956,247.3,2016.306975592808,8.4,0.6152008558721062,-8.377441608685448
209,211,8490,17:16:20,76.719676,11.435957,78.326618,2070.4,2186.9,8.2,172.1,247.3,64.7,77652.0,17478.2,0.0,7.9,289,50,1,5,265.8426788754512,0.0003884155317218,247.3,2074.11332364818,8.2,1.127045277504602,-8.122177598554131
210,212,8550,17:17:20,76.72037,11.43887,78.322225,2124.6,2245.2,8.2,172.4,247.7,63.5,77089.1,17796.9,0.0,8.0,289,66,1,5,266.8270209391711,0.0003981760562198,247.7,2127.974892873629,8.2,1.084502400108403,-8.127967430062641
211,213,8610,17:18:20,76.721065,11.440446,78.318051,2153.4,2276.9,7.8,175.6,246.8,62.0,76784.0,18083.0,0.0,8.0,289,0,1,5,266.1590701681165,0.0003596644545598,246.8,2157.333239316102,7.8,0.5984084193891872,-7.777011467369978
212,214,8670,17:19:20,76.721759,11.442344,78.314254,2177.1,2302.4,7.1,174.2,246.7,62.0,76539.8,18395.8,0.0,7.9,289,66,1,5,266.2935954541235,0.0003575331546274,246.7,2180.91563761294,7.1,0.7174997099989193,-7.063653032684396
213,215,8730,17:20:20,76.722454,11.444536,78.310549,2157.0,2278.0,6.9,173.2,246.7,62.4,76773.8,18119.9,0.0,8.0,290,33,1,5,266.0613298257206,0.0003587430590337,246.7,2158.316751645462,6.9,0.8169873813148585,-6.851462005935105
214,216,8790,17:21:20,76.723148,11.446879,78.306927,2114.8,2226.9,6.8,172.5,247.1,62.7,77265.5,17712.1,0.0,8.0,290,0,1,5,266.0068328954577,0.000371475715027,247.1,2111.053710319912,6.8,0.8875781070963504,-6.74182505734191
215,217,8850,17:22:20,76.723843,11.449367,78.303319,2069.2,2178.1,6.8,172.0,247.4,62.4,77736.8,17214.1,0.0,8.0,290,0,1,5,265.8672134580183,0.0003776118961426,247.4,2066.033019649661,6.8,0.946377086528444,-6.733822867442679
216,218,8910,17:23:20,76.724537,11.451796,78.299608,2032.2,2142.0,6.9,172.4,248.0,61.6,78087.8,16943.3,0.0,8.0,290,0,1,5,266.1690060483712,0.00039180152859,248.0,2032.680907083791,6.9,0.912569092774144,-6.839387227735639
217,219,8970,17:24:20,76.725231,11.453704,78.295678,2025.9,2134.0,7.3,174.4,248.2,60.4,78165.8,16869.1,0.0,8.0,290,0,1,5,266.3076453813149,0.0003907691573606,248.2,2025.289687167254,7.3,0.7123551682417898,-7.265160019867367
218,220,9030,17:25:20,76.725926,11.454962,78.291494,2040.9,2150.5,7.8,176.5,248.2,59.6,78004.7,16972.9,0.0,8.0,291,0,1,5,266.4647491412061,0.0003863897576372,248.2,2040.563526270096,7.8,0.4761786083718826,-7.785451427690563
219,221,9090,17:26:20,76.72662,11.455142,78.287158,2057.6,2167.6,8.0,179.5,247.6,59.2,77838.5,17100.9,0.0,8.0,291,0,2,6,265.9827180574734,0.0003643256090384,247.6,2056.353988549593,8.0,0.0698122839869916,-7.99969538451337
