 Msg, Time[s], UTC[hms], Julian Day,      Lon[d],     Lat[d], Alt[m], HDoP,   LonMsg[d],  LatMsg[d], CEPr,  Zp[m], S[m/s], D[deg],  T[K], RH[%],    P[Pa], DP[Pa], Pv[mA], Vb[V], Tb[K], PP[%], M, C
 741,   23950,  8:45:20,  94.364815,    5.698245,  78.927208, 1601.2,  0.6,         nan,        nan,  nan, 1673.8,    5.2,  222.7, 258.8,  41.6,  82750.3,   -130,   14.0,   7.5,   281,     0, 1, 4
 742,   23960,  8:45:30,  94.364931,    5.696550,  78.926844, 1589.3,  0.6,         nan,        nan,  nan, 1661.2,    5.4,  221.8, 258.8,  40.8,  82879.1,   -121,   18.0,   7.5,   281,     0, 1, 4
 743,   23970,  8:45:40,  94.365046,    5.694848,  78.926469, 1576.9,  0.6,         nan,        nan,  nan, 1648.2,    5.5,  221.1, 258.6,  40.0,  83011.4,   -120,   19.0,   7.5,   281,     0, 1, 4
 744,   23980,  8:45:50,  94.365162,    5.693077,  78.926094, 1565.7,  0.6,         nan,        nan,  nan, 1635.8,    5.6,  222.2, 258.5,  39.2,  83138.5,   -125,   10.0,   7.5,   281,     0, 1, 4
 745,   23990,  8:46:00,  94.365278,    5.691246,  78.925725, 1554.7,  0.6,         nan,        nan, 41.0, 1623.9,    5.7,  223.6, 259.4,  38.4,  83260.6,   -133,   19.0,   7.5,   281,     0, 1, 4
 746,   24000,  8:46:10,  94.365394,    5.689400,  78.925342, 1544.2,  0.6,         nan,        nan,  nan, 1612.5,    5.8,  222.8, 258.8,  37.6,  83377.6,   -124,   19.0,   7.5,   281,     0, 1, 4
 747,   24010,  8:46:20,  94.365509,    5.687336,  78.924921, 1532.4,  0.7,         nan,        nan,  nan, 1602.4,    6.4,  223.3, 258.9,  36.9,  83481.0,   -121,   16.0,   7.5,   281,     0, 1, 4
 748,   24020,  8:46:30,  94.365625,    5.685377,  78.924543, 1522.7,  0.6,         nan,        nan,  nan, 1591.3,    5.9,  224.9, 258.9,  36.1,  83594.6,   -116,   17.0,   7.5,   281,     0, 1, 4
 749,   24030,  8:46:40,  94.365741,    5.683616,  78.924206, 1514.1,  0.6,         nan,        nan,  nan, 1580.3,    5.3,  225.1, 259.7,  35.7,  83708.2,   -127,   19.0,   7.5,   281,     0, 1, 4
 750,   24040,  8:46:50,  94.365856,    5.681750,  78.923838, 1503.5,  0.6,         nan,        nan,  nan, 1569.9,    5.7,  224.3, 259.1,  34.9,  83815.0,   -130,   21.0,   7.5,   281,     0, 1, 4
 751,   24050,  8:47:00,  94.365972,    5.679906,  78.923475, 1493.5,  0.6,         nan,        nan,  nan, 1560.0,    5.6,  224.3, 259.2,  34.5,  83916.7,   -110,   19.0,   7.5,   281,     0, 1, 4
 752,   24060,  8:47:10,  94.366088,    5.678096,  78.923132, 1485.1,  0.6,         nan,        nan,  nan, 1551.7,    5.4,  225.4, 259.2,  33.7,  84003.2,    -94,   14.0,   7.5,   281,     0, 1, 4
 753,   24070,  8:47:20,  94.366204,    5.676274,  78.922796, 1476.0,  0.6,         nan,        nan,  nan, 1541.1,    5.4,  226.2, 259.9,  33.3,  84111.7,   -103,   18.0,   7.5,   281,     0, 1, 4
 754,   24080,  8:47:30,  94.366319,    5.674438,  78.922461, 1467.5,  0.6,         nan,        nan,  nan, 1531.8,    5.4,  226.4, 259.1,  32.9,  84208.3,   -119,   16.0,   7.5,   281,     0, 1, 4
 755,   24090,  8:47:40,  94.366435,    5.672528,  78.922118, 1459.7,  0.6,         nan,        nan,  nan, 1523.1,    5.6,  226.9, 259.1,  32.5,  84298.2,    -99,   16.0,   7.5,   281,     0, 1, 4
 756,   24100,  8:47:50,  94.366551,    5.670310,  78.921738, 1449.9,  0.6,         nan,        nan,  nan, 1513.9,    6.4,  228.3, 259.9,  32.2,  84393.2,   -106,   17.0,   7.5,   281,     0, 1, 4
 757,   24110,  8:48:00,  94.366667,    5.668469,  78.921429, 1442.5,  0.6,    5.617580,  78.951120,  4.0, 1504.1,    5.2,  228.9, 259.4,  31.8,  84494.9,   -105,   11.0,   7.5,   281,     0, 1, 4
 758,   24120,  8:48:10,  94.366782,    5.666451,  78.921084, 1432.5,  0.6,         nan,        nan,  nan, 1494.8,    5.8,  228.3, 259.7,  31.4,  84591.5,   -113,   19.0,   7.5,   281,     0, 1, 4
 759,   24130,  8:48:20,  94.366898,    5.664524,  78.920741, 1423.9,  0.6,         nan,        nan,  nan, 1485.7,    5.6,  227.2, 259.0,  30.6,  84686.5,    -98,   16.0,   7.5,   281,     0, 1, 4
 760,   24140,  8:48:30,  94.367014,    5.662758,  78.920406, 1413.2,  0.5,         nan,        nan,  nan, 1474.9,    5.3,  225.4, 260.0,  30.2,  84798.4,   -103,   19.0,   7.5,   281,     0, 1, 4
 761,   24150,  8:48:40,  94.367130,    5.661118,  78.920102, 1403.1,  0.6,         nan,        nan,  nan, 1463.0,    4.9,  226.0, 259.7,  29.8,  84922.1,   -101,   25.0,   7.5,   281,     0, 1, 4
 762,   24160,  8:48:50,  94.367245,    5.659462,  78.919843, 1391.3,  0.5,         nan,        nan,  nan, 1451.4,    4.6,  230.8, 258.8,  30.2,  85042.5,    -88,   17.0,   7.5,   281,     0, 1, 4
 763,   24170,  8:49:00,  94.367361,    5.657715,  78.919597, 1380.8,  0.5,         nan,        nan,  nan, 1438.1,    4.6,  233.7, 258.5,  30.6,  85181.5,    -97,   22.0,   7.5,   281,     0, 1, 4
 764,   24180,  8:49:10,  94.367477,    5.655850,  78.919367, 1369.6,  0.5,         nan,        nan,  nan, 1426.3,    4.7,  237.3, 259.8,  31.0,  85305.3,   -114,   18.0,   7.5,   281,     0, 1, 4
 765,   24190,  8:49:20,  94.367593,    5.653690,  78.919167, 1358.6,  0.5,         nan,        nan,  nan, 1414.1,    5.1,  244.2, 258.5,  31.4,  85432.5,   -100,   23.0,   7.5,   281,     0, 1, 4
 766,   24200,  8:49:30,  94.367708,    5.651496,  78.919023, 1346.5,  0.5,         nan,        nan,  nan, 1404.1,    5.0,  251.2, 259.0,  32.5,  85537.6,    -87,   17.0,   7.5,   281,     0, 1, 4
 767,   24210,  8:49:40,  94.367824,    5.649387,  78.918935, 1336.3,  0.6,         nan,        nan,  nan, 1392.2,    4.6,  257.7, 257.7,  33.7,  85661.4,   -127,   17.0,   7.5,   281,     0, 1, 4
 768,   24220,  8:49:50,  94.367940,    5.647284,  78.918846, 1326.7,  0.5,         nan,        nan,  nan, 1383.3,    4.6,  257.6, 257.9,  35.3,  85754.6,   -113,    7.0,   7.5,   281,     0, 1, 4
 769,   24230,  8:50:00,  94.368056,    5.645144,  78.918765, 1316.9,  0.6,    5.599340,  78.916110,  2.0, 1372.4,    4.7,  258.8, 257.9,  36.5,  85869.9,    -91,   10.0,   7.5,   281,     0, 1, 4
 770,   24240,  8:50:10,  94.368171,    5.643026,  78.918675, 1306.1,  0.6,         nan,        nan,  nan, 1358.7,    4.6,  257.6, 258.2,  37.6,  86014.0,    -79,    9.0,   7.5,   281,     0, 1, 4
 771,   24250,  8:50:20,  94.368287,    5.640942,  78.918586, 1295.1,  0.5,         nan,        nan,  nan, 1345.1,    4.6,  257.5, 257.5,  39.2,  86156.4,   -114,    1.0,   7.5,   281,     0, 1, 4
 772,   24260,  8:50:30,  94.368403,    5.638861,  78.918489, 1281.2,  0.6,         nan,        nan,  nan, 1332.7,    4.6,  256.3, 257.5,  40.4,  86287.0,    -88,    5.0,   7.5,   281,     0, 1, 4
 773,   24270,  8:50:40,  94.368519,    5.636720,  78.918380, 1270.7,  0.5,         nan,        nan,  nan, 1320.8,    4.7,  255.2, 257.7,  41.6,  86412.4,    -92,    9.0,   7.5,   281,     0, 1, 4
 774,   24280,  8:50:50,  94.368634,    5.634495,  78.918254, 1258.4,  0.6,         nan,        nan,  nan, 1306.7,    5.0,  253.6, 257.6,  42.7,  86561.6,    -85,   11.0,   7.5,   281,     0, 1, 4
 775,   24290,  8:51:00,  94.368750,    5.632101,  78.918110, 1247.3,  0.6,         nan,        nan,  nan, 1294.4,    5.4,  252.6, 257.7,  43.9,  86692.2,    -97,    1.0,   7.5,   281,     0, 1, 4
 776,   24300,  8:51:10,  94.368866,    5.629645,  78.917938, 1233.1,  0.6,         nan,        nan,  nan, 1279.5,    5.6,  250.0, 257.8,  45.1,  86849.9,   -110,    6.0,   7.5,   281,     0, 1, 4
 777,   24310,  8:51:20,  94.368981,    5.627075,  78.917732, 1222.0,  0.5,         nan,        nan,  nan, 1268.5,    6.0,  247.4, 257.9,  46.3,  86966.8,   -112,    3.0,   7.5,   281,     0, 1, 4
 778,   24320,  8:51:30,  94.369097,    5.624401,  78.917545, 1213.0,  0.6,         nan,        nan,  nan, 1257.8,    6.1,  250.0, 257.9,  47.5,  87080.4,    -77,    0.0,   7.5,   281,     0, 1, 4
 779,   24330,  8:51:40,  94.369213,    5.621717,  78.917353, 1202.7,  0.7,         nan,        nan,  nan, 1245.3,    6.1,  249.5, 258.3,  48.2,  87212.7,    -83,    5.0,   7.5,   281,     0, 1, 4
 780,   24340,  8:51:50,  94.369329,    5.619066,  78.917145, 1188.9,  0.5,         nan,        nan,  nan, 1233.4,    6.1,  247.8, 258.0,  49.4,  87339.8,    -73,    3.0,   7.5,   281,     0, 1, 4
 781,   24350,  8:52:00,  94.369444,    5.616367,  78.916908, 1179.5,  0.6,    5.599340,  78.916110,  3.0, 1222.7,    6.3,  245.5, 258.1,  50.2,  87453.4,    -76,    7.0,   7.5,   281,     0, 1, 4
 782,   24360,  8:52:10,  94.369560,    5.613734,  78.916651, 1168.8,  0.7,         nan,        nan,  nan, 1211.1,    6.3,  243.1, 258.7,  51.0,  87577.2,    -93,    5.0,   7.5,   281,     0, 1, 4
 783,   24370,  8:52:20,  94.369676,    5.611101,  78.916423, 1158.5,  0.7,         nan,        nan,  nan, 1202.2,    6.2,  245.7, 258.3,  51.8,  87672.2,    -81,    5.0,   7.5,   281,     0, 1, 4
 784,   24380,  8:52:30,  94.369792,    5.608396,  78.916198, 1146.1,  0.7,         nan,        nan,  nan, 1191.4,    6.3,  246.6, 258.6,  52.5,  87787.4,    -67,    4.0,   7.5,   281,     0, 1, 4
 785,   24390,  8:52:40,  94.369907,    5.605657,  78.915958, 1137.8,  0.7,         nan,        nan,  nan, 1180.4,    6.4,  245.5, 258.5,  53.3,  87906.1,    -94,    5.0,   7.5,   281,     0, 1, 4
 786,   24400,  8:52:50,  94.370023,    5.602991,  78.915711, 1127.4,  0.7,         nan,        nan,  nan, 1171.3,    6.3,  244.2, 259.2,  54.1,  88002.8,    -88,    5.0,   7.5,   281,     0, 1, 4
 787,   24410,  8:53:00,  94.370139,    5.600204,  78.915460, 1119.6,  0.7,         nan,        nan,  nan, 1160.9,    6.6,  244.9, 258.7,  54.9,  88114.7,    -62,    8.0,   7.5,   281,     0, 1, 4
 788,   24420,  8:53:10,  94.370255,    5.597533,  78.915198, 1107.7,  0.7,         nan,        nan,  nan, 1153.2,    6.4,  243.0, 258.8,  55.3,  88197.7,    -69,    6.0,   7.5,   281,     0, 1, 4
 789,   24430,  8:53:20,  94.370370,    5.594839,  78.914951, 1101.4,  0.7,         nan,        nan,  nan, 1144.8,    6.4,  244.4, 258.6,  56.1,  88287.6,    -79,    3.0,   7.5,   281,     0, 1, 4
 790,   24440,  8:53:30,  94.370486,    5.592135,  78.914724, 1094.5,  0.7,         nan,        nan,  nan, 1135.9,    6.3,  246.5, 259.1,  56.5,  88382.6,    -82,   12.0,   7.5,   281,     0, 1, 4
 791,   24450,  8:53:40,  94.370602,    5.589512,  78.914492, 1085.9,  0.7,         nan,        nan,  nan, 1127.3,    6.2,  245.3, 258.8,  57.3,  88475.8,    -76,    6.0,   7.5,   281,     0, 1, 4
 792,   24460,  8:53:50,  94.370718,    5.586616,  78.914258, 1079.0,  0.7,         nan,        nan,  nan, 1120.2,    6.7,  247.2, 259.1,  57.6,  88552.1,    -65,    5.0,   7.5,   281,     0, 1, 4
 793,   24470,  8:54:00,  94.370833,    5.583639,  78.914020, 1069.6,  0.7,    5.784740,  78.912630,  5.0, 1111.4,    6.9,  247.4, 259.8,  58.0,  88647.0,    -76,   11.0,   7.5,   281,     0, 1, 4
 794,   24480,  8:54:10,  94.370949,    5.580776,  78.913795, 1060.7,  0.7,         nan,        nan,  nan, 1104.0,    6.6,  247.7, 259.4,  58.4,  88726.7,    -53,    5.0,   7.5,   281,     0, 1, 4
 795,   24490,  8:54:20,  94.371065,    5.577971,  78.913584, 1053.9,  0.8,         nan,        nan,  nan, 1095.2,    6.4,  248.6, 259.3,  58.8,  88821.7,    -86,    6.0,   7.5,   281,     0, 1, 4
 796,   24500,  8:54:30,  94.371181,    5.575176,  78.913361, 1044.3,  0.7,         nan,        nan,  nan, 1087.2,    6.5,  247.5, 259.6,  59.2,  88908.1,    -78,    5.0,   7.5,   281,     0, 1, 4
 797,   24510,  8:54:40,  94.371296,    5.572367,  78.913101, 1035.7,  0.8,         nan,        nan,  nan, 1077.9,    6.7,  244.3, 259.3,  59.6,  89008.2,    -67,    4.0,   7.5,   281,     0, 1, 4
 798,   24520,  8:54:50,  94.371412,    5.569627,  78.912815, 1024.8,  0.7,         nan,        nan,  nan, 1068.4,    6.7,  241.5, 259.5,  60.0,  89111.6,    -75,   13.0,   7.5,   281,     0, 1, 4
 799,   24530,  8:55:00,  94.371528,    5.566891,  78.912529, 1017.2,  0.8,         nan,        nan,  nan, 1058.8,    6.7,  241.4, 259.6,  60.4,  89215.0,    -79,    8.0,   7.5,   281,     0, 1, 4
 800,   24540,  8:55:10,  94.371644,    5.564107,  78.912238, 1013.6,  0.8,         nan,        nan,  nan, 1050.2,    6.8,  241.5, 260.0,  60.8,  89308.3,    -89,   11.0,   7.5,   281,     0, 1, 4
 801,   24550,  8:55:20,  94.371759,    5.561291,  78.911947, 1000.6,  0.8,         nan,        nan,  nan, 1042.2,    6.8,  241.8, 260.0,  61.2,  89394.7,    -68,   15.0,   7.5,   281,     0, 1, 4
 802,   24560,  8:55:30,  94.371875,    5.558537,  78.911649,  993.9,  0.9,         nan,        nan,  nan, 1036.0,    6.8,  240.6, 259.6,  61.6,  89462.6,    -71,   12.0,   7.5,   281,     0, 1, 4
 803,   24570,  8:55:40,  94.371991,    5.555741,  78.911360,  987.9,  0.8,         nan,        nan,  nan, 1031.3,    6.8,  241.8, 261.0,  62.0,  89513.4,    -50,    8.0,   7.5,   281,     0, 1, 4
 804,   24580,  8:55:50,  94.372106,    5.552805,  78.911082,  984.1,  0.8,         nan,        nan,  nan, 1025.9,    7.0,  243.8, 260.1,  62.0,  89572.8,    -63,    9.0,   7.5,   281,     0, 1, 4
 805,   24590,  8:56:00,  94.372222,    5.549331,  78.910759,  978.6,  0.8,    5.635940,  78.986120,  8.0, 1019.5,    8.3,  244.2, 259.8,  62.4,  89642.3,    -64,    8.0,   7.5,   281,     0, 1, 4
 806,   24600,  8:56:10,  94.372338,    5.546371,  78.910508,  975.1,  0.7,         nan,        nan,  nan, 1014.9,    6.9,  246.2, 260.0,  62.7,  89691.4,    -75,    5.0,   7.5,   281,     0, 1, 4
 807,   24610,  8:56:20,  94.372454,    5.543114,  78.910234,  975.1,  0.7,         nan,        nan,  nan, 1010.0,    7.6,  246.4, 260.2,  62.7,  89745.7,    -57,   10.0,   7.5,   281,     0, 1, 4
 808,   24620,  8:56:30,  94.372569,    5.539958,  78.909951,  969.6,  0.8,         nan,        nan,  nan, 1001.9,    7.5,  245.0, 260.0,  63.1,  89833.9,    -69,   12.0,   7.5,   281,     0, 1, 4
 809,   24630,  8:56:40,  94.372685,    5.536770,  78.909636,  961.4,  0.7,         nan,        nan,  nan,  992.2,    7.7,  242.8, 260.1,  63.5,  89939.0,    -63,    6.0,   7.5,   281,     0, 1, 4
 810,   24640,  8:56:50,  94.372801,    5.533530,  78.909313,  952.1,  0.7,         nan,        nan,  nan,  984.0,    7.8,  242.6, 260.6,  63.5,  90028.8,    -39,   13.0,   7.5,   281,     0, 1, 4
 811,   24650,  8:57:00,  94.372917,    5.530271,  78.908982,  943.5,  0.7,         nan,        nan,  nan,  970.0,    7.9,  242.1, 260.4,  63.9,  90181.4,    -84,   12.0,   7.5,   281,     0, 1, 4
 812,   24660,  8:57:10,  94.373032,    5.527070,  78.908633,  930.5,  0.7,         nan,        nan,  nan,  956.4,    7.9,  240.4, 260.3,  63.9,  90330.6,    -70,    5.0,   7.5,   281,     0, 1, 4
 813,   24670,  8:57:20,  94.373148,    5.523780,  78.908259,  917.6,  0.7,         nan,        nan,  nan,  940.6,    8.2,  239.4, 260.1,  64.3,  90503.6,    -71,    1.0,   7.5,   281,     0, 1, 4
 814,   24680,  8:57:30,  94.373264,    5.520579,  78.907865,  901.0,  0.7,         nan,        nan,  nan,  922.3,    8.1,  237.4, 260.1,  64.3,  90703.6,    -72,    1.0,   7.5,   281,     0, 1, 4
 815,   24690,  8:57:40,  94.373380,    5.517645,  78.907438,  884.5,  0.7,         nan,        nan,  nan,  903.7,    7.9,  232.9, 260.2,  64.7,  90908.8,    -68,    0.0,   7.5,   281,     0, 1, 4
 816,   24700,  8:57:50,  94.373495,    5.514818,  78.906972,  856.7,  0.7,         nan,        nan,  nan,  884.9,    8.0,  229.4, 260.1,  65.1,  91115.6,    -69,    1.0,   7.5,   281,     0, 1, 4
 817,   24710,  8:58:00,  94.373611,    5.511676,  78.906438,  843.7,  0.7,    5.413820,  78.919490,  3.0,  871.2,    9.0,  228.6, 260.2,  65.5,  91266.5,    -40,    0.0,   7.5,   281,     0, 1, 4
 818,   24720,  8:58:10,  94.373727,    5.509117,  78.905994,  833.2,  0.7,         nan,        nan,  nan,  855.4,    7.4,  228.0, 260.2,  65.9,  91441.1,    -43,    0.0,   7.5,   281,     0, 1, 4
 819,   24730,  8:58:20,  94.373843,    5.506569,  78.905489,  818.9,  0.7,         nan,        nan,  nan,  841.1,    7.8,  224.1, 260.2,  66.3,  91598.8,    -45,    0.0,   7.5,   281,     0, 1, 4
 820,   24740,  8:58:30,  94.373958,    5.504216,  78.904937,  804.5,  0.7,         nan,        nan,  nan,  826.1,    7.9,  219.4, 260.4,  66.7,  91765.0,    -73,    3.0,   7.5,   281,     0, 1, 4
 821,   24750,  8:58:40,  94.374074,    5.501792,  78.904366,  786.1,  0.7,         nan,        nan,  nan,  806.3,    8.2,  219.3, 260.4,  67.1,  91985.4,    -80,    0.0,   7.5,   281,     0, 1, 4
 822,   24760,  8:58:50,  94.374190,    5.499422,  78.903743,  763.3,  0.7,         nan,        nan,  nan,  782.6,    8.6,  216.2, 260.7,  67.8,  92248.2,    -61,    2.0,   7.5,   281,     0, 1, 4
 823,   24770,  8:59:00,  94.374306,    5.497075,  78.903114,  736.4,  0.7,         nan,        nan,  nan,  753.4,    8.6,  215.7, 260.7,  68.2,  92573.7,    -51,    0.0,   7.5,   281,     0, 1, 4
 824,   24780,  8:59:10,  94.374421,    5.494667,  78.902498,  710.5,  0.9,         nan,        nan,  nan,  723.4,    8.6,  217.0, 260.8,  69.0,  92909.4,    -51,    0.0,   7.5,   281,     0, 1, 4
 825,   24790,  8:59:20,  94.374537,    5.491973,  78.901885,  685.9,  0.8,         nan,        nan,  nan,  692.9,    8.9,  220.2, 261.0,  69.4,  93251.9,    -42,    1.0,   7.5,   281,     0, 1, 4
 826,   24800,  8:59:30,  94.374653,    5.489172,  78.901245,  661.8,  0.8,         nan,        nan,  nan,  663.9,    9.3,  220.1, 261.2,  70.2,  93577.4,    -24,    0.0,   7.5,   281,     0, 1, 4
 827,   24810,  8:59:40,  94.374769,    5.485654,  78.900492,  630.5,  0.9,         nan,        nan,  nan,  634.9,   11.3,  221.9, 261.5,  70.6,  93904.6,    -23,    0.0,   7.5,   281,     0, 1, 4
 828,   24820,  8:59:50,  94.374884,    5.482698,  78.899790,  608.3,  0.8,         nan,        nan,  nan,  612.9,   10.1,  219.0, 261.6,  71.4,  94153.9,    -44,    0.0,   7.5,   281,     0, 1, 4
 829,   24830,  9:00:00,  94.375000,    5.479940,  78.899176,  596.8,  0.8,    5.396290,  78.884480,  2.0,  600.1,    9.0,  220.9, 261.6,  71.8,  94298.0,    -43,    1.0,   7.5,   281,     0, 1, 4
 830,   24840,  9:00:10,  94.375116,    5.476706,  78.898434,  584.7,  0.7,         nan,        nan,  nan,  590.3,   10.8,  220.0, 261.8,  72.2,  94409.9,     -6,    6.0,   7.5,   281,     0, 1, 4
 831,   24850,  9:00:20,  94.375231,    5.473449,  78.897685,  573.7,  0.9,         nan,        nan,  nan,  580.7,   10.9,  219.9, 261.9,  72.9,  94518.4,    -34,    2.0,   7.5,   281,     0, 1, 4
 832,   24860,  9:00:30,  94.375347,    5.470258,  78.896878,  562.1,  0.9,         nan,        nan,  nan,  573.4,   11.3,  217.3, 261.9,  73.3,  94601.5,    -11,    0.0,   7.5,   281,     0, 1, 4
 833,   24870,  9:00:40,  94.375463,    5.467728,  78.896219,  552.5,  0.8,         nan,        nan,  nan,  564.9,    9.1,  216.5, 262.0,  74.1,  94698.1,    -23,    2.0,   7.5,   281,     0, 1, 4
 834,   24880,  9:00:50,  94.375579,    5.464922,  78.895486,  542.6,  0.9,         nan,        nan,  nan,  556.5,   10.1,  216.4, 262.1,  74.5,  94793.1,    -23,    0.0,   7.5,   281,     0, 1, 4
 835,   24890,  9:01:00,  94.375694,    5.462203,  78.894760,  532.9,  1.4,         nan,        nan,  nan,  548.3,   10.0,  215.8, 262.3,  74.9,  94886.3,    -13,    0.0,   7.5,   281,     0, 1, 4
 836,   24900,  9:01:10,  94.375810,    5.459409,  78.893998,  523.2,  0.9,         nan,        nan,  nan,  537.6,   10.4,  215.2, 262.2,  75.3,  95008.4,    -40,    0.0,   7.5,   281,     0, 1, 4
 837,   24910,  9:01:20,  94.375926,    5.456854,  78.893266,  511.9,  0.9,         nan,        nan,  nan,  524.0,    9.8,  213.9, 262.4,  75.7,  95164.4,    -20,    0.0,   7.5,   281,     0, 1, 4
 838,   24920,  9:01:30,  94.376042,    5.454324,  78.892545,  500.0,  0.9,         nan,        nan,  nan,  507.5,    9.7,  214.1, 262.4,  76.1,  95352.6,     -6,    0.0,   7.5,   281,     0, 1, 4
 839,   24930,  9:01:40,  94.376157,    5.451815,  78.891816,  487.8,  1.3,         nan,        nan,  nan,  491.6,    9.7,  213.5, 262.6,  76.5,  95534.0,    -12,    0.0,   7.5,   281,     0, 1, 4
 840,   24940,  9:01:50,  94.376273,    5.449439,  78.891109,  476.5,  0.9,         nan,        nan,  nan,  479.6,    9.4,  212.9, 262.6,  76.9,  95671.3,    -28,    1.0,   7.5,   281,     0, 1, 4
 841,   24950,  9:02:00,  94.376389,    5.447098,  78.890382,  468.1,  0.8,    5.396290,  78.884480,  4.0,  468.4,    9.5,  211.8, 262.8,  77.3,  95800.2,     15,    2.0,   7.5,   281,     0, 1, 4
 842,   24960,  9:02:10,  94.376505,    5.444790,  78.889639,  459.2,  0.8,         nan,        nan,  nan,  454.8,    9.6,  210.9, 262.8,  77.3,  95956.1,    -11,    3.0,   7.5,   281,     0, 1, 4
 843,   24970,  9:02:20,  94.376620,    5.442544,  78.888896,  449.4,  0.8,         nan,        nan,  nan,  442.7,    9.6,  210.2, 262.9,  77.6,  96095.2,    -13,    0.0,   7.5,   281,     0, 1, 4
 844,   24980,  9:02:30,  94.376736,    5.440371,  78.888142,  439.1,  0.8,         nan,        nan,  nan,  429.6,    9.6,  209.0, 263.0,  77.6,  96246.1,    -38,    3.0,   7.5,   281,     0, 1, 4
 845,   24990,  9:02:40,  94.376852,    5.438112,  78.887363,  425.1,  0.7,         nan,        nan,  nan,  414.6,    9.9,  209.2, 263.1,  77.6,  96419.0,    -16,    4.0,   7.5,   281,     0, 1, 4
 846,   25000,  9:02:50,  94.376968,    5.435726,  78.886579,  413.2,  0.8,         nan,        nan,  nan,  399.4,   10.1,  210.4, 263.3,  77.6,  96595.3,    -13,    0.0,   7.5,   281,     0, 1, 4
 847,   25010,  9:03:00,  94.377083,    5.433189,  78.885800,  399.7,  0.8,         nan,        nan,  nan,  382.2,   10.2,  212.1, 263.4,  77.6,  96793.7,      2,    0.0,   7.5,   281,     0, 1, 4
 848,   25020,  9:03:10,  94.377199,    5.430657,  78.885034,  385.2,  0.8,         nan,        nan,  nan,  363.2,   10.1,  212.5, 263.5,  77.6,  97014.1,    -16,    0.0,   7.5,   281,     0, 1, 4
 849,   25030,  9:03:20,  94.377315,    5.428417,  78.884296,  370.8,  0.8,         nan,        nan,  nan,  345.7,    9.5,  210.3, 263.7,  77.6,  97217.6,     -6,    0.0,   7.5,   281,     0, 1, 4
 850,   25040,  9:03:30,  94.377431,    5.426228,  78.883557,  355.0,  0.8,         nan,        nan,  nan,  327.9,    9.5,  209.7, 263.8,  77.6,  97424.4,     -3,    2.0,   7.5,   281,     0, 1, 4
 851,   25050,  9:03:40,  94.377546,    5.424146,  78.882793,  340.4,  0.7,         nan,        nan,  nan,  312.4,    9.6,  207.7, 264.0,  77.6,  97604.1,    -11,    2.0,   7.5,   281,     0, 1, 4
 852,   25060,  9:03:50,  94.377662,    5.422120,  78.882052,  324.9,  0.9,         nan,        nan,  nan,  297.7,    9.3,  207.8, 264.1,  77.6,  97775.4,     12,    0.0,   7.5,   281,     0, 1, 4
 853,   25070,  9:04:00,  94.377778,    5.420078,  78.881308,  309.8,  0.9,         nan,        nan, 21.0,  282.4,    9.4,  207.9, 264.2,  77.6,  97955.1,     12,    0.0,   7.5,   281,     0, 1, 4
 854,   25080,  9:04:10,  94.377894,    5.417882,  78.880528,  294.8,  0.8,         nan,        nan,  nan,  264.8,    9.9,  208.5, 264.4,  77.3,  98160.2,     20,    2.0,   7.5,   281,     0, 1, 4
 855,   25090,  9:04:20,  94.378009,    5.415556,  78.879751,  278.9,  0.8,         nan,        nan,  nan,  247.2,   10.0,  210.0, 264.5,  77.3,  98367.1,     12,    0.0,   7.5,   281,     0, 1, 4
 856,   25100,  9:04:30,  94.378125,    5.413129,  78.878963,  260.6,  0.9,         nan,        nan,  nan,  227.4,   10.2,  210.7, 264.7,  77.3,  98599.3,    -18,    0.0,   7.5,   281,     0, 1, 4
 857,   25110,  9:04:40,  94.378241,    5.410646,  78.878182,  243.0,  0.9,         nan,        nan,  nan,  208.5,   10.2,  211.5, 264.8,  76.9,  98821.4,     -0,    0.0,   7.5,   281,     0, 1, 4
 858,   25120,  9:04:50,  94.378356,    5.408300,  78.877420,  224.5,  1.0,         nan,        nan,  nan,  186.8,    9.9,  210.7, 265.0,  76.9,  99077.5,     26,    1.0,   7.5,   281,     0, 1, 4
 859,   25130,  9:05:00,  94.378472,    5.406142,  78.876690,  200.5,  0.9,         nan,        nan,  nan,  164.8,    9.4,  209.7, 265.2,  76.9,  99336.9,      3,    0.0,   7.5,   281,     0, 1, 4
 860,   25140,  9:05:10,  94.378588,    5.404042,  78.875983,  181.6,  1.1,         nan,        nan,  nan,  144.6,    9.1,  209.8, 265.4,  76.5,  99575.9,     31,    2.0,   7.5,   281,     0, 1, 4
 861,   25150,  9:05:20,  94.378704,    5.401999,  78.875285,  163.1,  1.2,         nan,        nan,  nan,  126.0,    8.9,  209.4, 265.5,  76.1,  99796.3,     32,    1.0,   7.5,   281,     0, 1, 4
 862,   25160,  9:05:30,  94.378819,    5.399894,  78.874620,  145.6,  0.9,         nan,        nan,  nan,  106.4,    8.7,  211.4, 265.7,  76.1, 100028.6,     44,    0.0,   7.5,   281,     0, 1, 4
 863,   25170,  9:05:40,  94.378935,    5.397742,  78.873953,  128.7,  0.8,         nan,        nan,  nan,   90.6,    8.7,  211.9, 265.8,  75.7, 100216.8,     27,    1.0,   7.5,   281,     0, 1, 4
