 Msg, Time[s], UTC[hms], Julian Day,      Lon[d],     Lat[d], Alt[m], HDoP,   LonMsg[d],  LatMsg[d], CEPr,  Zp[m], S[m/s], D[deg],  T[K], RH[%],    P[Pa], DP[Pa], Pv[mA], Vb[V], Tb[K], PP[%], M, C
 265,   17032,  4:22:00,  94.284745,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 3730.7,    nan,    nan, 249.4,  26.7,  63823.9,  40235,   10.0,   7.6,   289,   100, 1, 2
 266,   17153,  4:22:00,  94.286146,         nan,        nan,    nan,  nan,    7.656160,  78.906400,  3.0, 3793.2,    nan,    nan, 251.5,  26.3,  63308.5,  40506,   12.0,   7.6,   289,   100, 1, 2
 267,   17273,  4:22:00,  94.287537,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 3870.4,    nan,    nan, 250.1,  25.9,  62677.8,  40622,   16.0,   7.6,   289,   100, 1, 2
 268,   17393,  4:22:00,  94.288928,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 3947.8,    nan,    nan, 249.2,  24.7,  62050.5,  40772,    9.0,   7.6,   289,   100, 1, 2
 269,   17514,  4:22:00,  94.290319,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 4022.2,    nan,    nan, 247.4,  25.5,  61452.0,  40989,   12.0,   7.6,   289,   100, 1, 2
 270,   17634,  4:22:00,  94.291711,         nan,        nan,    nan,  nan,         nan,        nan,  nan, 4092.9,    nan,    nan, 246.9,  26.3,  60887.4,  41184,   12.0,   7.6,   288,   100, 1, 2
 271,   17754,  4:22:00,  94.293102,         nan,        nan,    nan,  nan,    7.471560,  78.911030,  3.0, 4169.4,    nan,    nan, 246.4,  27.1,  60282.1,  41190,   17.0,   7.6,   288,   100, 1, 2
 272,   17790,  7:02:40,  94.293519,    7.521742,  78.893245, 3980.8,  0.5,         nan,        nan,  nan, 4210.3,    5.3,  267.7, 245.6,  27.8,  59960.0,  41383,    8.0,   7.6,   288,   100, 1, 3
 273,   17850,  7:03:40,  94.294213,    7.504342,  78.894207, 4027.6,  0.5,         nan,        nan,  nan, 4252.9,    6.5,  286.0, 246.6,  27.8,  59626.0,  41648,   16.0,   7.6,   288,   100, 1, 3
 274,   17910,  7:04:40,  94.294907,    7.486558,  78.895058, 4063.4,  0.5,         nan,        nan,  nan, 4295.1,    6.5,  284.0, 246.2,  27.8,  59297.1,  41668,   15.0,   7.6,   288,   100, 1, 3
 275,   17970,  7:05:40,  94.295602,    7.468965,  78.895987, 4095.1,  0.5,         nan,        nan,  nan, 4334.2,    6.5,  285.3, 245.7,  28.2,  58993.6,  41865,   12.0,   7.6,   288,   100, 1, 3
 276,   18030,  7:06:40,  94.296296,    7.450830,  78.897141, 4134.9,  0.5,         nan,        nan,  nan, 4375.1,    6.8,  288.3, 245.1,  28.2,  58676.5,  42010,   19.0,   7.6,   288,   100, 1, 3
 277,   18090,  7:07:40,  94.296991,    7.432620,  78.898406, 4173.4,  0.5,         nan,        nan,  nan, 4412.6,    6.9,  289.8, 244.8,  28.2,  58388.3,  42058,   12.0,   7.6,   288,   100, 1, 3
 278,   18150,  7:08:40,  94.297685,    7.413772,  78.899658, 4206.1,  0.5,         nan,        nan,  nan, 4449.9,    7.1,  289.0, 244.5,  28.6,  58101.8,  41955,   14.0,   7.6,   288,   100, 1, 3
 279,   18210,  7:09:40,  94.298380,    7.394605,  78.900954, 4242.1,  0.5,         nan,        nan,  nan, 4485.0,    7.3,  289.4, 245.1,  28.6,  57833.9,  42136,   11.0,   7.6,   288,   100, 1, 3
 280,   18270,  7:10:40,  94.299074,    7.375558,  78.902287, 4275.8,  0.5,         nan,        nan,  nan, 4522.4,    7.2,  290.0, 246.4,  29.0,  57549.1,  42241,   10.0,   7.6,   288,   100, 1, 3
 281,   18330,  7:11:40,  94.299769,    7.357405,  78.903461, 4309.0,  0.5,    7.286800,  78.915540,  3.0, 4553.0,    6.8,  288.6, 247.6,  29.0,  57316.8,  42244,   13.0,   7.6,   288,   100, 1, 3
 282,   18390,  7:12:40,  94.300463,    7.338468,  78.904541, 4333.1,  0.5,         nan,        nan,  nan, 4578.4,    7.1,  286.5, 246.3,  29.0,  57125.2,  42356,   12.0,   7.6,   287,   100, 1, 3
 283,   18450,  7:13:40,  94.301157,    7.319445,  78.905488, 4351.5,  0.5,         nan,        nan,  nan, 4601.3,    7.0,  284.5, 245.9,  28.6,  56952.3,  42163,   13.0,   7.6,   287,   100, 1, 3
 284,   18510,  7:14:40,  94.301852,    7.299233,  78.906469, 4368.0,  0.5,         nan,        nan,  nan, 4615.9,    7.4,  284.2, 246.5,  28.2,  56842.1,  42071,   14.0,   7.6,   287,   100, 1, 3
 285,   18570,  7:15:40,  94.302546,    7.278753,  78.907432, 4378.8,  0.5,         nan,        nan,  nan, 4631.3,    7.5,  283.7, 246.2,  27.8,  56726.8,  41797,   15.0,   7.6,   287,   100, 1, 3
 286,   18630,  7:16:40,  94.303241,    7.258138,  78.908513, 4405.8,  0.5,         nan,        nan,  nan, 4653.2,    7.6,  285.2, 246.3,  27.1,  56562.3,  41874,   18.0,   7.6,   287,   100, 1, 3
 287,   18690,  7:17:40,  94.303935,    7.236770,  78.909676, 4421.4,  0.5,         nan,        nan,  nan, 4677.2,    7.9,  285.8, 245.4,  26.3,  56382.6,  41618,   14.0,   7.6,   287,   100, 1, 3
 288,   18750,  7:18:40,  94.304630,    7.214986,  78.910901, 4449.6,  0.5,         nan,        nan,  nan, 4701.8,    8.1,  286.3, 244.3,  25.9,  56199.5,  41344,   19.0,   7.6,   287,   100, 1, 3
 289,   18810,  7:19:40,  94.305324,    7.193749,  78.911960, 4475.8,  0.5,         nan,        nan,  nan, 4730.9,    7.8,  284.5, 247.4,  25.5,  55982.5,  41404,   13.0,   7.6,   287,   100, 1, 3
 290,   18870,  7:20:40,  94.306019,    7.172800,  78.912871, 4497.6,  0.5,         nan,        nan,  nan, 4762.9,    7.7,  282.7, 245.4,  25.1,  55745.1,  41298,   12.0,   7.6,   287,   100, 1, 3
 291,   18930,  7:21:40,  94.306713,    7.151063,  78.913939, 4541.7,  0.5,    7.101890,  78.919950,  3.0, 4796.0,    8.0,  284.3, 245.7,  24.7,  55501.0,  41154,   21.0,   7.6,   287,   100, 1, 3
 292,   18990,  7:22:40,  94.307407,    7.129934,  78.914906, 4574.7,  0.5,         nan,        nan,  nan, 4837.9,    7.7,  283.4, 244.3,  24.3,  55192.4,  40951,   18.0,   7.6,   287,   100, 1, 3
 293,   19050,  7:23:40,  94.308102,    7.107466,  78.915944, 4609.7,  0.5,         nan,        nan,  nan, 4874.7,    8.2,  283.5, 247.0,  23.9,  54922.8,  40881,   13.0,   7.6,   287,   100, 1, 3
 294,   19110,  7:24:40,  94.308796,    7.085944,  78.916947, 4643.7,  0.5,         nan,        nan,  nan, 4913.4,    7.9,  283.6, 243.5,  23.5,  54639.7,  40806,   14.0,   7.6,   287,   100, 1, 3
 295,   19170,  7:25:40,  94.309491,    7.066180,  78.917938, 4676.9,  0.5,         nan,        nan,  nan, 4947.7,    7.3,  284.6, 245.4,  23.5,  54390.4,  40746,   12.0,   7.6,   287,   100, 1, 3
 296,   19230,  7:26:40,  94.310185,    7.047710,  78.918884, 4703.2,  0.5,         nan,        nan,  nan, 4972.3,    6.8,  284.9, 246.9,  23.1,  54212.4,  40729,   10.0,   7.6,   287,   100, 1, 3
 297,   19290,  7:27:40,  94.310880,    7.030099,  78.919710, 4719.7,  0.5,         nan,        nan,  nan, 4989.4,    6.5,  283.7, 248.9,  22.7,  54088.6,  40475,   16.0,   7.6,   287,   100, 1, 3
 298,   19350,  7:28:40,  94.311574,    7.012484,  78.920508, 4719.5,  0.5,         nan,        nan,  nan, 4994.6,    6.5,  283.3, 248.6,  22.0,  54051.3,  40059,   19.0,   7.6,   287,   100, 1, 3
 299,   19410,  7:29:40,  94.312269,    6.994929,  78.921273, 4720.2,  0.5,         nan,        nan,  nan, 4990.1,    6.4,  282.8, 245.8,  20.8,  54083.6,  39748,   14.0,   7.6,   287,    83, 1, 3
 300,   19470,  7:30:40,  94.312963,    6.976591,  78.922054, 4704.6,  0.5,         nan,        nan,  nan, 4969.9,    6.7,  282.5, 243.0,  20.0,  54229.4,  39545,   20.0,   7.6,   287,    16, 1, 3
 301,   19530,  7:31:40,  94.313657,    6.957385,  78.922854, 4683.6,  0.5,         nan,        nan, 31.0, 4940.3,    7.0,  282.2, 242.9,  19.6,  54444.7,  39223,   19.0,   7.6,   286,     0, 1, 3
 302,   19560,  7:32:10,  94.314005,    6.947019,  78.923275, 4668.0,  0.5,         nan,        nan,  nan, 4922.5,    7.6,  281.9, 243.1,  19.2,  54573.5,  39018,   19.0,   7.6,   286,     0, 1, 4
 303,   19570,  7:32:20,  94.314120,    6.943099,  78.923428, 4660.7,  0.5,         nan,        nan,  nan, 4916.7,    8.6,  281.5, 243.6,  19.2,  54615.9,  38975,   16.0,   7.3,   286,     0, 1, 4
 304,   19580,  7:32:30,  94.314236,    6.939872,  78.923547, 4655.0,  0.5,         nan,        nan,  nan, 4911.1,    7.0,  280.9, 243.4,  19.2,  54656.6,  38904,   15.0,   7.6,   286,     0, 1, 4
 305,   19590,  7:32:40,  94.314352,    6.936311,  78.923675, 4647.9,  0.5,         nan,        nan,  nan, 4905.5,    7.7,  280.6, 242.8,  19.2,  54697.3,  38795,   20.0,   7.6,   286,     0, 1, 4
 306,   19600,  7:32:50,  94.314468,    6.932738,  78.923800, 4640.1,  0.5,         nan,        nan,  nan, 4898.1,    7.8,  280.3, 243.0,  19.2,  54751.6,  38672,   21.0,   7.6,   286,     0, 1, 4
 307,   19610,  7:33:00,  94.314583,    6.929115,  78.923928, 4632.6,  0.5,         nan,        nan,  nan, 4892.1,    7.9,  280.4, 244.0,  19.2,  54795.6,  38552,   18.0,   7.6,   286,     0, 1, 4
 308,   19620,  7:33:10,  94.314699,    6.925478,  78.924062, 4623.9,  0.5,         nan,        nan,  nan, 4885.6,    7.9,  280.9, 242.4,  19.2,  54843.1,  38493,   21.0,   7.6,   286,     0, 1, 4
 309,   19630,  7:33:20,  94.314815,    6.921820,  78.924194, 4615.2,  0.5,         nan,        nan,  nan, 4875.6,    8.0,  280.7, 241.6,  19.2,  54916.0,  38389,   18.0,   7.6,   286,     0, 1, 4
 310,   19640,  7:33:30,  94.314931,    6.918132,  78.924329, 4610.0,  0.5,         nan,        nan,  nan, 4867.0,    8.0,  280.8, 242.2,  19.2,  54978.8,  38216,   20.0,   7.6,   286,     0, 1, 4
 311,   19650,  7:33:40,  94.315046,    6.914437,  78.924463, 4601.9,  0.5,         nan,        nan,  nan, 4858.0,    8.0,  280.7, 241.5,  19.2,  55044.9,  38047,   16.0,   7.6,   286,     0, 1, 4
 312,   19660,  7:33:50,  94.315162,    6.910763,  78.924598, 4593.4,  0.5,         nan,        nan,  nan, 4849.9,    8.0,  280.8, 242.3,  19.2,  55104.2,  37896,   22.0,   7.6,   286,     0, 1, 4
 313,   19670,  7:34:00,  94.315278,    6.907098,  78.924730, 4585.1,  0.5,    6.775660,  78.998280,  6.0, 4840.4,    8.0,  280.6, 241.4,  19.2,  55173.7,  37719,   22.0,   7.6,   286,     0, 1, 4
 314,   19680,  7:34:10,  94.315394,    6.903490,  78.924857, 4576.4,  0.5,         nan,        nan,  nan, 4831.2,    7.8,  280.4, 241.8,  19.2,  55241.6,  37572,   16.0,   7.6,   286,     0, 1, 4
 315,   19690,  7:34:20,  94.315509,    6.899561,  78.925004, 4567.1,  0.5,         nan,        nan,  nan, 4821.5,    8.6,  281.0, 241.9,  19.2,  55312.8,  37428,   15.0,   7.6,   286,     0, 1, 4
 316,   19700,  7:34:30,  94.315625,    6.896342,  78.925123, 4558.7,  0.5,         nan,        nan,  nan, 4812.5,    7.0,  280.9, 241.6,  19.6,  55378.9,  37274,   12.0,   7.6,   286,     0, 1, 4
 317,   19710,  7:34:40,  94.315741,    6.892769,  78.925252, 4550.2,  0.5,         nan,        nan,  nan, 4803.3,    7.8,  280.6, 242.5,  19.6,  55446.7,  37138,   22.0,   7.6,   286,     0, 1, 4
 318,   19720,  7:34:50,  94.315856,    6.889208,  78.925382, 4541.5,  0.5,         nan,        nan,  nan, 4793.7,    7.8,  280.8, 241.7,  19.6,  55517.9,  36963,   18.0,   7.6,   286,     0, 1, 4
 319,   19730,  7:35:00,  94.315972,    6.885666,  78.925517, 4531.0,  0.5,         nan,        nan,  nan, 4783.3,    7.7,  281.2, 241.8,  19.6,  55594.2,  36765,   22.0,   7.6,   286,     0, 1, 4
 320,   19740,  7:35:10,  94.316088,    6.881813,  78.925675, 4522.0,  0.5,         nan,        nan,  nan, 4775.1,    8.4,  282.0, 241.8,  19.6,  55655.2,  36605,   18.0,   7.6,   286,     0, 1, 4
 321,   19750,  7:35:20,  94.316204,    6.878682,  78.925802, 4516.3,  0.5,         nan,        nan,  nan, 4764.5,    6.8,  281.9, 242.1,  19.6,  55733.2,  36489,   20.0,   7.6,   286,     0, 1, 4
 322,   19760,  7:35:30,  94.316319,    6.874883,  78.925951, 4506.3,  0.5,         nan,        nan,  nan, 4754.2,    8.3,  281.6, 242.0,  20.0,  55809.5,  36359,   19.0,   7.6,   286,     0, 1, 4
 323,   19770,  7:35:40,  94.316435,    6.871781,  78.926069, 4497.1,  0.5,         nan,        nan,  nan, 4744.9,    6.8,  281.2, 241.9,  20.0,  55879.0,  36194,   14.0,   7.6,   286,     0, 1, 4
 324,   19780,  7:35:50,  94.316551,    6.868326,  78.926197, 4487.4,  0.5,         nan,        nan,  nan, 4735.5,    7.5,  280.9, 242.6,  20.0,  55948.6,  36067,   19.0,   7.6,   286,     0, 1, 4
 325,   19790,  7:36:00,  94.316667,    6.864877,  78.926326, 4477.3,  0.5,    6.916840,  78.924240,  4.0, 4726.6,    7.5,  281.0, 242.0,  20.0,  56014.7,  35883,   12.0,   7.6,   286,     0, 1, 4
 326,   19800,  7:36:10,  94.316782,    6.861450,  78.926465, 4470.5,  0.5,         nan,        nan,  nan, 4715.9,    7.5,  281.9, 242.2,  20.0,  56094.4,  35761,   14.0,   7.6,   286,     0, 1, 4
 327,   19810,  7:36:20,  94.316898,    6.857664,  78.926636, 4459.5,  0.5,         nan,        nan,  nan, 4706.5,    8.3,  283.2, 241.8,  20.4,  56163.9,  35627,   16.0,   7.5,   285,     0, 1, 4
 328,   19820,  7:36:30,  94.317014,    6.854519,  78.926799, 4451.4,  0.5,         nan,        nan,  nan, 4697.0,    7.0,  285.2, 241.9,  20.4,  56235.1,  35449,   12.0,   7.6,   285,     0, 1, 4
 329,   19830,  7:36:40,  94.317130,    6.851033,  78.926996, 4442.3,  0.5,         nan,        nan,  nan, 4688.8,    7.8,  286.4, 242.0,  20.4,  56296.1,  35273,   17.0,   7.6,   285,     0, 1, 4
 330,   19840,  7:36:50,  94.317245,    6.847550,  78.927203, 4433.9,  0.5,         nan,        nan,  nan, 4680.6,    7.8,  287.2, 243.3,  20.4,  56357.2,  35155,   16.0,   7.6,   285,     0, 1, 4
 331,   19850,  7:37:00,  94.317361,    6.844065,  78.927403, 4425.4,  0.5,         nan,        nan,  nan, 4670.6,    7.8,  286.6, 242.8,  20.4,  56431.8,  35012,   21.0,   7.6,   285,     0, 1, 4
 332,   19860,  7:37:10,  94.317477,    6.840238,  78.927618, 4414.4,  0.5,         nan,        nan,  nan, 4660.7,    8.5,  286.3, 242.2,  20.4,  56506.4,  34857,   19.0,   7.6,   285,     0, 1, 4
 333,   19870,  7:37:20,  94.317593,    6.837129,  78.927801, 4408.7,  0.5,         nan,        nan,  nan, 4651.2,    7.0,  287.1, 242.5,  20.8,  56577.6,  34733,   18.0,   7.6,   285,     0, 1, 4
 334,   19880,  7:37:30,  94.317708,    6.833646,  78.928003, 4398.6,  0.5,         nan,        nan,  nan, 4641.0,    7.8,  286.8, 242.3,  20.8,  56653.9,  34576,   14.0,   7.6,   285,     0, 1, 4
 335,   19890,  7:37:40,  94.317824,    6.829806,  78.928224, 4388.4,  0.5,         nan,        nan,  nan, 4632.4,    8.6,  286.6, 242.6,  20.8,  56718.3,  34420,   13.0,   7.6,   285,     0, 1, 4
 336,   19900,  7:37:50,  94.317940,    6.826664,  78.928404, 4380.6,  0.5,         nan,        nan,  nan, 4623.6,    7.0,  286.6, 243.6,  20.8,  56784.4,  34312,   16.0,   7.6,   285,     0, 1, 4
 337,   19910,  7:38:00,  94.318056,    6.822843,  78.928625, 4370.2,  0.5,    6.731630,  78.928420,  3.0, 4613.4,    8.5,  286.8, 242.7,  21.2,  56860.7,  34140,   17.0,   7.6,   285,     0, 1, 4
 338,   19920,  7:38:10,  94.318171,    6.819425,  78.928830, 4363.2,  0.5,         nan,        nan,  nan, 4604.4,    7.7,  287.3, 242.7,  21.2,  56928.5,  34031,   19.0,   7.6,   285,     0, 1, 4
 339,   19930,  7:38:20,  94.318287,    6.816350,  78.929004, 4354.6,  0.5,         nan,        nan,  nan, 4595.4,    6.9,  286.4, 242.9,  21.2,  56996.3,  33902,   10.0,   7.6,   285,     0, 1, 4
 340,   19940,  7:38:30,  94.318403,    6.812934,  78.929187, 4344.1,  0.5,         nan,        nan,  nan, 4584.2,    7.6,  285.6, 242.6,  21.2,  57081.1,  33672,   14.0,   7.6,   285,     0, 1, 4
 341,   19950,  7:38:40,  94.318519,    6.809560,  78.929362, 4334.1,  0.5,         nan,        nan,  nan, 4575.4,    7.5,  285.1, 243.3,  21.6,  57147.2,  33541,   16.0,   7.6,   285,     0, 1, 4
 342,   19960,  7:38:50,  94.318634,    6.806230,  78.929540, 4325.8,  0.5,         nan,        nan,  nan, 4565.8,    7.4,  285.6, 243.8,  21.6,  57220.1,  33407,   22.0,   7.6,   285,     0, 1, 4
 343,   19970,  7:39:00,  94.318750,    6.802971,  78.929725, 4316.5,  0.5,         nan,        nan,  nan, 4555.9,    7.3,  286.4, 243.0,  21.6,  57294.7,  33214,   18.0,   7.6,   285,     0, 1, 4
 344,   19980,  7:39:10,  94.318866,    6.799764,  78.929909, 4306.0,  0.5,         nan,        nan,  nan, 4546.5,    7.2,  286.7, 242.5,  21.6,  57366.0,  33025,   22.0,   7.6,   285,     0, 1, 4
 345,   19990,  7:39:20,  94.318981,    6.796555,  78.930091, 4295.5,  0.5,         nan,        nan,  nan, 4535.8,    7.1,  286.4, 243.0,  22.0,  57447.3,  32863,   19.0,   7.6,   285,     0, 1, 4
 346,   20000,  7:39:30,  94.319097,    6.793382,  78.930276, 4287.5,  0.5,         nan,        nan,  nan, 4525.3,    7.1,  286.9, 243.0,  22.0,  57527.0,  32704,   18.0,   7.6,   285,     0, 1, 4
 347,   20010,  7:39:40,  94.319213,    6.790245,  78.930470, 4280.9,  0.5,         nan,        nan,  nan, 4516.6,    7.0,  287.9, 243.1,  22.4,  57593.1,  32592,   17.0,   7.6,   285,     0, 1, 4
 348,   20020,  7:39:50,  94.319329,    6.787129,  78.930658, 4270.7,  0.5,         nan,        nan,  nan, 4506.8,    7.0,  287.4, 242.7,  22.4,  57667.7,  32418,    9.0,   7.6,   285,     0, 1, 4
 349,   20030,  7:40:00,  94.319444,    6.784052,  78.930847, 4259.8,  0.5,    6.916840,  78.924240,  3.0, 4497.2,    6.9,  287.8, 243.6,  22.4,  57740.6,  32257,   15.0,   7.6,   285,     0, 1, 4
 350,   20040,  7:40:10,  94.319560,    6.781040,  78.931039, 4250.4,  0.5,         nan,        nan,  nan, 4486.8,    6.8,  288.3, 243.2,  22.7,  57820.3,  32090,   19.0,   7.6,   284,     0, 1, 4
 351,   20050,  7:40:20,  94.319676,    6.778093,  78.931234, 4240.4,  0.5,         nan,        nan,  nan, 4477.4,    6.7,  289.1, 243.0,  22.7,  57891.5,  31935,   19.0,   7.6,   284,     0, 1, 4
 352,   20060,  7:40:30,  94.319792,    6.775123,  78.931442, 4232.5,  0.5,         nan,        nan,  nan, 4467.7,    6.8,  290.0, 243.2,  23.1,  57966.1,  31807,   16.0,   7.6,   284,     0, 1, 4
 353,   20070,  7:40:40,  94.319907,    6.772107,  78.931657, 4222.7,  0.5,         nan,        nan,  nan, 4457.5,    6.9,  290.3, 243.1,  23.1,  58044.1,  31671,   17.0,   7.6,   284,     0, 1, 4
 354,   20080,  7:40:50,  94.320023,    6.768807,  78.931898, 4211.6,  0.5,         nan,        nan,  nan, 4447.3,    7.5,  290.9, 243.5,  23.5,  58122.1,  31517,   22.0,   7.6,   284,     0, 1, 4
 355,   20090,  7:41:00,  94.320139,    6.766105,  78.932103, 4204.0,  0.5,         nan,        nan,  nan, 4436.0,    6.2,  291.5, 244.5,  23.5,  58208.6,  31347,   22.0,   7.6,   284,     0, 1, 4
 356,   20100,  7:41:10,  94.320255,    6.763127,  78.932333, 4193.9,  0.5,         nan,        nan,  nan, 4426.5,    6.9,  291.9, 243.5,  23.9,  58281.5,  31171,   22.0,   7.6,   284,     0, 1, 4
 357,   20110,  7:41:20,  94.320370,    6.760149,  78.932567, 4182.6,  0.5,         nan,        nan,  nan, 4415.4,    6.9,  292.3, 243.4,  23.9,  58366.3,  31014,   19.0,   7.6,   284,     0, 1, 4
 358,   20120,  7:41:30,  94.320486,    6.756836,  78.932817, 4173.2,  0.5,         nan,        nan,  nan, 4405.1,    7.6,  291.5, 243.7,  24.3,  58446.0,  30903,   14.0,   7.6,   284,     0, 1, 4
 359,   20130,  7:41:40,  94.320602,    6.753831,  78.933029, 4162.8,  0.5,         nan,        nan,  nan, 4393.4,    6.8,  290.2, 243.8,  24.3,  58535.8,  30722,   12.0,   7.6,   284,     0, 1, 4
 360,   20140,  7:41:50,  94.320718,    6.751128,  78.933211, 4153.7,  0.5,         nan,        nan,  nan, 4382.4,    6.1,  289.3, 244.5,  24.7,  58620.6,  30569,   19.0,   7.6,   284,     0, 1, 4
 361,   20150,  7:42:00,  94.320833,    6.747871,  78.933424, 4142.9,  0.5,    6.731630,  78.928420,  6.0, 4374.0,    7.4,  288.8, 243.9,  24.7,  58685.0,  30420,   21.0,   7.6,   284,     0, 1, 4
 362,   20160,  7:42:10,  94.320949,    6.745282,  78.933599, 4134.9,  0.5,         nan,        nan,  nan, 4363.1,    5.9,  289.4, 244.1,  24.7,  58769.8,  30267,   19.0,   7.6,   284,     0, 1, 4
 363,   20170,  7:42:20,  94.321065,    6.742389,  78.933793, 4125.4,  0.5,         nan,        nan,  nan, 4352.5,    6.5,  289.3, 244.1,  25.1,  58851.2,  30136,   20.0,   7.5,   284,     0, 1, 4
 364,   20180,  7:42:30,  94.321181,    6.739466,  78.933983, 4114.9,  0.5,         nan,        nan,  nan, 4342.7,    6.6,  288.7, 244.1,  25.1,  58927.5,  29934,   16.0,   7.6,   284,     0, 1, 4
 365,   20190,  7:42:40,  94.321296,    6.736532,  78.934171, 4105.9,  0.5,         nan,        nan,  nan, 4332.8,    6.6,  288.4, 245.3,  25.1,  59003.8,  29793,   22.0,   7.6,   284,     0, 1, 4
 366,   20200,  7:42:50,  94.321412,    6.733314,  78.934365, 4095.3,  0.5,         nan,        nan,  nan, 4320.8,    7.2,  287.5, 244.2,  25.5,  59097.0,  29608,   19.0,   7.6,   284,     0, 1, 4
 367,   20210,  7:43:00,  94.321528,    6.730409,  78.934533, 4085.7,  0.5,         nan,        nan,  nan, 4311.9,    6.5,  286.8, 244.4,  25.5,  59166.5,  29443,   19.0,   7.6,   284,     0, 1, 4
 368,   20220,  7:43:10,  94.321644,    6.727802,  78.934673, 4077.3,  0.5,         nan,        nan,  nan, 4301.4,    5.8,  285.6, 244.4,  25.5,  59247.9,  29304,   17.0,   7.6,   284,     0, 1, 4
 369,   20230,  7:43:20,  94.321759,    6.724912,  78.934818, 4067.5,  0.5,         nan,        nan,  nan, 4293.8,    6.4,  284.7, 244.8,  25.9,  59307.2,  29150,   11.0,   7.6,   284,     0, 1, 4
 370,   20240,  7:43:30,  94.321875,    6.721991,  78.934957, 4059.1,  0.5,         nan,        nan,  nan, 4282.2,    6.4,  284.0, 245.5,  25.9,  59397.1,  28995,   22.0,   7.6,   284,     0, 1, 4
 371,   20250,  7:43:40,  94.321991,    6.719044,  78.935090, 4050.1,  0.5,         nan,        nan,  nan, 4272.5,    6.5,  283.2, 244.4,  25.9,  59473.4,  28819,   25.0,   7.6,   284,     0, 1, 4
 372,   20260,  7:43:50,  94.322106,    6.715816,  78.935230, 4040.8,  0.5,         nan,        nan,  nan, 4263.3,    7.1,  282.7, 244.8,  25.9,  59544.6,  28679,   22.0,   7.6,   284,     0, 1, 4
 373,   20270,  7:44:00,  94.322222,    6.713175,  78.935337, 4033.3,  0.5,    6.567640,  78.967430,  5.0, 4253.3,    5.8,  281.9, 244.6,  26.3,  59622.6,  28514,   13.0,   7.6,   284,     0, 1, 4
 374,   20280,  7:44:10,  94.322338,    6.709959,  78.935455, 4023.5,  0.5,         nan,        nan,  nan, 4242.9,    7.0,  280.9, 245.6,  26.3,  59704.0,  28368,   20.0,   7.6,   284,     0, 1, 4
 375,   20290,  7:44:20,  94.322454,    6.707334,  78.935548, 4014.7,  0.5,         nan,        nan,  nan, 4234.1,    5.7,  280.4, 244.7,  26.3,  59773.5,  28214,   19.0,   7.6,   284,     0, 1, 4
 376,   20300,  7:44:30,  94.322569,    6.704180,  78.935654, 4004.9,  0.5,         nan,        nan,  nan, 4223.5,    6.8,  279.9, 245.0,  26.3,  59856.6,  28066,   16.0,   7.6,   284,     0, 1, 4
 377,   20310,  7:44:40,  94.322685,    6.701618,  78.935730, 3996.5,  0.5,         nan,        nan,  nan, 4215.0,    5.5,  278.9, 244.7,  26.7,  59922.7,  27931,   17.0,   7.6,   283,     0, 1, 4
 378,   20320,  7:44:50,  94.322801,    6.698773,  78.935823, 3987.7,  0.5,         nan,        nan,  nan, 4204.9,    6.2,  279.6, 245.5,  26.7,  60002.4,  27772,   19.0,   7.6,   283,     0, 1, 4
 379,   20330,  7:45:00,  94.322917,    6.695892,  78.935929, 3978.1,  0.5,         nan,        nan,  nan, 4195.2,    6.3,  280.9, 245.1,  26.7,  60078.7,  27604,   23.0,   7.6,   283,     0, 1, 4
 380,   20340,  7:45:10,  94.323032,    6.692995,  78.936043, 3970.2,  0.5,         nan,        nan,  nan, 4185.5,    6.3,  281.6, 245.2,  27.1,  60155.0,  27474,   18.0,   7.6,   283,     0, 1, 4
 381,   20350,  7:45:20,  94.323148,    6.689766,  78.936180, 3959.1,  0.5,         nan,        nan,  nan, 4175.8,    7.1,  282.4, 245.1,  27.1,  60231.3,  27318,   16.0,   7.6,   283,     0, 1, 4
 382,   20360,  7:45:30,  94.323264,    6.687079,  78.936305, 3950.1,  0.5,         nan,        nan,  nan, 4165.7,    5.9,  283.7, 245.5,  27.1,  60311.0,  27154,   19.0,   7.6,   283,     0, 1, 4
 383,   20370,  7:45:40,  94.323380,    6.684072,  78.936457, 3941.3,  0.5,         nan,        nan,  nan, 4156.9,    6.6,  284.7, 245.4,  27.1,  60380.5,  26940,   20.0,   7.6,   283,     0, 1, 4
 384,   20380,  7:45:50,  94.323495,    6.681033,  78.936617, 3933.6,  0.5,         nan,        nan,  nan, 4147.5,    6.7,  285.4, 245.4,  27.1,  60455.1,  26808,   16.0,   7.6,   283,     0, 1, 4
 385,   20390,  7:46:00,  94.323611,    6.677972,  78.936785, 3924.0,  0.5,    6.546290,  78.932480,  3.0, 4138.5,    6.8,  286.0, 245.4,  27.5,  60526.3,  26679,   16.0,   7.6,   283,     0, 1, 4
 386,   20400,  7:46:10,  94.323727,    6.674875,  78.936960, 3915.8,  0.5,         nan,        nan,  nan, 4128.8,    6.9,  286.4, 246.1,  27.5,  60602.6,  26527,   18.0,   7.6,   283,     0, 1, 4
